ID	Lemma	Definition	Konzept	Konzept_gemappt	Antwort_Modell
PF04927	Fotze	weibl. Geschlechtsteil bei der Kuh	kein_Trinken	Other	other
PS06999	Seih-becken	durchlöchertes Gefäß, Sieb zum Filtrieren von Flüssigkeiten	kein_Trinken	Other	other
PD02038	Teufels-nase	Hirtentäschelkraut (Capsella bursa-pastoris)	kein_Trinken	Other	other
PR00041	Rachel	enge Felsspalte	kein_Trinken	Other	other
PZ01346	Zunge	Lederlasche im Schnürschuh	kein_Trinken	Other	other
PS10434	Stein-kar	mit Steinen gefüllte Bodensenke	kein_Trinken	Other	other
PR02249	Roß-quecke	die häufige Unkrautpflanze Agriopyrum repens	kein_Trinken	Other	other
PE02006	er-pressen	erpressen	kein_Trinken	Other	other
PG03440	Glüh-birne	rote Nase	kein_Trinken	Other	other
PH01267	Harren-risser	an einer Stange befestigter Haken zum Herabreißen dürrer Äste	kein_Trinken	Other	other
PD00999	Darein-, Darin-gabe	Zugabe	kein_Trinken	Other	other
PA01070	Ader	Adernartiges	kein_Trinken	Other	other
PA03271	Auf-ruhr	Aufregung, Menschenauflauf	kein_Trinken	Other	other
PS11316	Storren	eine kranke Frucht	kein_Trinken	Other	other
PH03424	herüber-gehen	hinübergehen	kein_Trinken	Other	other
PS02966	Schlapp-schnute	Mensch mit geschwätzigem, vorlautem, frechem Mundwerk; Großsprecher	kein_Trinken	Other	other
PS12634	Suppen-feld	Flurname	kein_Trinken	Other	other
PS11958	Stromer	herumstreunender, herrenloser Hund	kein_Trinken	Other	other
PR02881	Russe	ungebildeter, roher Mensch	kein_Trinken	Other	other
PL01476	Leim-schnitte	Leimscheibe (Handelsform des Leims)	kein_Trinken	Other	other
LK00637	kläsper	schmächtig, unansehnlich, zart gebaut; geschmeidig	kein_Trinken	Other	other
LB00012	bäbich	kleberig, schmierig	kein_Trinken	Other	other
LG00014	gägelich	geckig, kindisch, zum Lachen geneigt	kein_Trinken	Other	other
LI00116	irich	eigensinnig, dickköpfig, nicht aufgelegt zu etwas	kein_Trinken	Other	other
LA00196	alterdimlich, altertemlech	altertümlich	kein_Trinken	Other	other
LR00654	rumpeldich	runzelig, faltig, zerknittert	kein_Trinken	Other	other
LF00714	Ver-tattert, ver-daddert	schwatzhaft	kein_Trinken	Other	other
LK00588	kitterlich	schwächlich, kränklich, schwer aufzuziehen	kein_Trinken	Other	other
LK00379	kennich	kundig, bewandert	kein_Trinken	Other	other
LD01078	dumpsich	dumpf, dumpfig	kein_Trinken	Other	other
LK01109	kränkeldich	kränklich	kein_Trinken	Other	other
LF00841	viljone-forwech	violettfarbig	kein_Trinken	Other	other
LK00191	kär	wählerisch, empfindlich gegen schmutzige Arbeit u. unsaubere Speisen	kein_Trinken	Other	other
LS00142	Sattel	Sattel	kein_Trinken	Other	other
LK00619	Klä(n)-mihl	Kleinmühle, Ortsbezeichnung in der Gemeinde Rieding	kein_Trinken	Other	other
LF01207	Fransel	Franse	kein_Trinken	Other	other
LB01316	Bouf	Bube	kein_Trinken	Other	other
LD00891	Triwelieres	das Drängeln, die Quälerei	kein_Trinken	Other	other
LB00463	Peischten	Pfingsten	kein_Trinken	Other	other
LR00546	Ronsch	Schaukel, Schaukelstange, Schaukelbrett	kein_Trinken	Other	other
LF01000	Flatschen	flacher Haufen nassen Drecks, Kuhfladen	kein_Trinken	Other	other
LD01101	Tupi I	Kreisel	kein_Trinken	Other	other
LF00033	Fall II	Falle	kein_Trinken	Other	other
LK00640	Klatsch-ros	Klatschmohn, Klatschrose	kein_Trinken	Other	other
LW00504	Witing	Weite, Umfang, Entfernung	kein_Trinken	Other	other
LA00079	Ädde	Vater (fast nur von Juden u. für Juden gebräuchlich)	kein_Trinken	Other	other
LD00829	Treppling	Treppenstufe	kein_Trinken	Other	other
LS00861	Schmodler	einer, der schmodelt; unreinlicher Mensch	kein_Trinken	Other	other
LE00198	Enkel	Fußknöchel, Enkel	kein_Trinken	Other	other
LM00254	Mawe	Magen	kein_Trinken	Other	other
LN00340	Nunn	Nonne, Klosterfrau. Rda	kein_Trinken	Other	other
LR00683	Russ	Russe	kein_Trinken	Other	other
LS02261	Streck-isen	Bügeleisen	kein_Trinken	Other	other
LH00472	Henner	männl. Vorname Heinrich	kein_Trinken	Other	other
LK01239	Krippel	Krüppel	kein_Trinken	Other	other
LZ00177	Ziwel-kalenner	Zwiebelkalender. Zum Vorherbestimmen des Wetters für die 12 Monate des künftigen Jahres werden während der Weihnachtsnacht 12 Stücke einer Zwiebel mit Salz belegt; je nach der Feuchtigkeit od. Trockenheit derselben wird der betreffende Monat naß od. trocken sein.	kein_Trinken	Other	other
LM00432	Milings-spiel	Ziehen der Losnummer, Aushebung der Rekruten	kein_Trinken	Other	other
LS00079	Salopp	schmutzige Weibsperson	kein_Trinken	Other	other
LH00862	Huffen	Haufen	kein_Trinken	Other	other
LE00014	Edel-frau	adelige Dame	kein_Trinken	Other	other
LG00766	Gickes	Stolz, Hochmut	kein_Trinken	Other	other
LK00261	Kass-meier	Name des obersten Vogteibeamten, des Meiers der ganzen Vogtei. Seine Befugnisse werden folgendermaßen umgrenzt	kein_Trinken	Other	other
LK01511	Kwisel	scheinheilige Person, Betschwester .	kein_Trinken	Other	other
LB01432	Prester-duttler	Spitzname der Einwohner von Obergailbach	kein_Trinken	Other	other
LB00743	Bide	kleines Pferd	kein_Trinken	Other	other
LM00525	Mo	Magen	kein_Trinken	Other	other
LG00913	Gnatsch	Klatschbase	kein_Trinken	Other	other
LB01196	Polett	Achseltroddel, Epaulette	kein_Trinken	Other	other
LL00286	Leit I	Schicht	kein_Trinken	Other	other
LH00270	Hase-brot	frisches, aus neuem Korn gebackenes Brot, überh. Schwarzbrot	kein_Trinken	Other	other
LK01183	Krempel	Trödel, Kleinverkauf	kein_Trinken	Other	other
LH00758	Holz	Holz	kein_Trinken	Other	other
LR00237	Reff I	Wasserabfluß	kein_Trinken	Other	other
LG00742	Ge-wirzels	Wurzelverzweigung, Wurzelwerk	kein_Trinken	Other	other
LH00316	Hauscht	auf dem Felde zusammengestellter Haufe Getreide, Heu, Klee	kein_Trinken	Other	other
LW00123	Warzel	Warze. In der Saargegend entfernt man dieselben durch Umbinden eines Seidenfadens, der immer enger gezogen wird u. so lange bleibt, bis die Warzen absterben	kein_Trinken	Other	other
LB00610	Bes	Kuß	kein_Trinken	Other	other
LK00097	Kamelot	schlechte Ware	kein_Trinken	Other	other
LZ00093	Zeremonie	kirchliche Aufführungen	kein_Trinken	Other	other
LO00079	Ohr-kapp	Ohrenkappe der Pferde	kein_Trinken	Other	other
LK00629	Kläpper II	altes Pferd	kein_Trinken	Other	other
LS00518	Schind-mähr	Schindmähre; alter, elender Gaul	kein_Trinken	Other	other
LM00401	Mih	Mühe	kein_Trinken	Other	other
LD00935	Dropp	Trupp, Schar, Anzahl, Haufe von Menschen od. Tieren	kein_Trinken	Other	other
LS01104	Schoning	Schonung	kein_Trinken	Other	other
LL00307	Lenkert	Langbalken am Wagen	kein_Trinken	Other	other
LS01178	Schriner	Schreiner	kein_Trinken	Other	other
LH00056	Häkel	Häkelnadel	kein_Trinken	Other	other
LD00892	Driwen	das Jenseits	kein_Trinken	Other	other
LS01994	Stefter	Stifter	kein_Trinken	Other	other
LD01189	Tutu	Hund in der Kindersprache	kein_Trinken	Other	other
LS00617	Schlamp I	Schmaus, Festmahl, bes. Leichen- und Kindtaufschmaus	kein_Trinken	Other	other
LB00947	Plank	Planke	kein_Trinken	Other	other
LS00572	Schit	Scheit Holz	kein_Trinken	Other	other
LL00138	Läpp II	Schlamm	kein_Trinken	Other	other
LA00260	Angel	Stachel, bes. der Biene	kein_Trinken	Other	other
LB01318	Boustof	Buchstabe	kein_Trinken	Other	other
LS00397	Scheiss-mek	Schmeißfliege, gemeine Schlammfliege	kein_Trinken	Other	other
LR00483	Rissius	(scherzh.) einer, der viel Kleider zerreißt	kein_Trinken	Other	other
LR00588	Rot-hus	Rathaus	kein_Trinken	Other	other
LK00306	Kauze-kopp	Kaulquappe	kein_Trinken	Other	other
LK01217	Krid	Kreide	kein_Trinken	Other	other
LB00421	Behennichkät	Behendigkeit	kein_Trinken	Other	other
LF00048	Famill	Familie, Verwandtschaft	kein_Trinken	Other	other
LN00236	Nips	unentwickeltes Kind, das nichts essen will	kein_Trinken	Other	other
LK01200	Kresch	Kleie	kein_Trinken	Other	other
LH00175	Hang	Hang, Abhang	kein_Trinken	Other	other
LF01282	Frosch	Frosch	kein_Trinken	Other	other
LK00646	Klauschder	Vorhängeschloß	kein_Trinken	Other	other
LD01124	Durch-zuck	Schw. Balken unter der Decke, der gewöhnlich heraustritt u. bloß übertüncht ist	kein_Trinken	Other	other
LK01148	Krebs	Krebs (auch als Krankheit)	kein_Trinken	Other	other
LI00185	iwer-hewen	zu schwer heben, so daß man sich einen Schaden zuzieht	kein_Trinken	Other	other
LF00537	ver-näjen	vernähen, zu Ende nähen	kein_Trinken	Other	other
LS00860	schmodeln	ungeschickt, schlecht kochen	kein_Trinken	Other	other
LB00633	be-schnaksen	vorwitzig besehen, untersuchen, die Nase hineinstecken	kein_Trinken	Other	other
LN00142	nennen	nennen	kein_Trinken	Other	other
LD01147	turren	zerren, stoßen	kein_Trinken	Other	other
LB01083	plompen	schwer hinfallen, plumpen	kein_Trinken	Other	other
LE00322	er-wannen	wiedergewinnen	kein_Trinken	Other	other
LD01077	dummlen, sich	sich eilen	kein_Trinken	Other	other
LN00045	nah-setzen	nachlaufen	kein_Trinken	Other	other
LF00427	ver-juwle	verjubeln	kein_Trinken	Other	other
LW00068	wall-fahren	eine Wallfahrt machen	kein_Trinken	Other	other
LR00273	reihen	reihen, in die Reihe stellen	kein_Trinken	Other	other
LK00169	kappeisen, sich	sich zanken, streiten, prügeln	kein_Trinken	Other	other
LW00177	watzen	rasch, in kleinen Schritten gehen	kein_Trinken	Other	other
LS01144	schrampen, schrompen, schrompelen	schrumpfen	kein_Trinken	Other	other
LH00249	härten	aushalten	kein_Trinken	Other	other
LU00188	us-butschen	entgleiten	kein_Trinken	Other	other
LS01436	selen I	sudeln, beschmutzen	kein_Trinken	Other	other
LK00131	kanen	schwätzen	kein_Trinken	Other	other
LS00209	schacheren	schachern, handeln	kein_Trinken	Other	other
LB00932	pla'en	plagen	kein_Trinken	Other	other
LU00186	us-blosen	ausblasen	kein_Trinken	Other	other
EZ00034	zubelen	zupfen, an den Haaren reissen	kein_Trinken	Other	other
EA01408	Äsche	Asche	kein_Trinken	Other	other
EW01200	Weisen, Weizen	Urinblase des Schweines; Kinder füllen dieselbe oft mit Luft, welche sie beim Ausströmen durch Zusammenpressen zum Knallen bringen	kein_Trinken	Other	other
EF01011	Fëttich, Fëgten	Flügel  eines Vogels, einer Gans, einer Windmühle, eines Spinnrads; Rockflügel, Rockschoss, verächtl. herabhängende Fetzen	kein_Trinken	Other	other
EK02340	Krett	Knochengerüst eines Geflügels, Korb	kein_Trinken	Other	other
ES03200	Schmirlen	Art Wasservögel	kein_Trinken	Other	other
ES01977	Schindel	dünne, aber breite Hölzer aus Tannenholz unter den Ziegeln	kein_Trinken	Other	other
ES05352	stipitzen	Glimpfw. für stehlen	kein_Trinken	Other	other
EL01400	Laster	Laster	kein_Trinken	Other	other
ET02351	Tscho	Kopf	kein_Trinken	Other	other
EF00794	First	Giebelbalken, Dachträger, Dachfirste	kein_Trinken	Other	other
ET00935	Dienst	Dienst, Gefallen	kein_Trinken	Other	other
ET01767	Drach, Drachen, Dracher	feuriges Ungeheuer. Das Volk glaubt noch heute an fürigi Drachen, die bei Nacht durch die Luft fliegen und wo sie einfahren, Schätze bringen	kein_Trinken	Other	other
EK00230	keief	an einem Unfug, einer Gaunerei beteiligt; schuldig	kein_Trinken	Other	other
EZ00664	zwacken	wegnehmen bes. im Spasse, ähnlich wie stipitzen, stratzen	kein_Trinken	Other	other
ET01393	dus	still, ruhig, friedlich, sittsam usw	kein_Trinken	Other	other
ES02732	Schluck(e), Schlück	Öffnung, Lücke eines Zaunes allg	kein_Trinken	Other	other
ES00849	Simoni	Mond	kein_Trinken	Other	other
EL01351	Lues, Los, Lus, Luenz	Scharre, vom Bäcker zum Sammeln der Asche od. Kohlen, vom Strassenwart zum Beseitigen des Strassenkotes gebraucht	kein_Trinken	Other	other
EL01356	Lastik	Gummi elasticum als Einsatz in Zugstiefeln	kein_Trinken	Other	other
EM00231	müed	müde	kein_Trinken	Other	other
EK02255	kropsen	unpers. ärgern	kein_Trinken	Other	other
EF00152	Fagotten	läppisches Zeug, Grimassen, wunderliche Gebärden und Bewegungen beim Sprechen	kein_Trinken	Other	other
ER00717	Rain	Rain, Bodenerhöhung, mit Gras bewachsener Abhang	kein_Trinken	Other	other
ET01461	tuschieren	berühren	kein_Trinken	Other	other
ET02433	Tschopp	Tölpel, dummer Mensch	kein_Trinken	Other	other
EK01306	Kathederle	Gefängnis, Zuchthaus	kein_Trinken	Other	other
EA01459	iteren, intrücken	wiederkäuen	kein_Trinken	Other	other
EG00786	ganz	ganz	kein_Trinken	Other	other
ES03306	schnuben	schnauben	kein_Trinken	Other	other
EK01483	Klee	Klee	kein_Trinken	Other	other
EZ00518	zirlen	tändeln	kein_Trinken	Other	other
EZ00628	Zutt	Schnauze eines Topfes	kein_Trinken	Other	other
EK01311	katholisch	katholisch	kein_Trinken	Other	other
EK00280	Kalen	Klöpfel der Glocke	kein_Trinken	Other	other
EW00419	wäjen	wehen	kein_Trinken	Other	other
EK01811	Knoden	Fussknöchel	kein_Trinken	Other	other
ES05247	Stand	Standpunkt	kein_Trinken	Other	other
EF00250	Fockol	abknöpfbarer, nicht fest an das Hemd aufgenähter Kragen	kein_Trinken	Other	other
EK01598	klei(n), kli(n)	klein	kein_Trinken	Other	other
EK00720	Kapp(e)	Mütze	kein_Trinken	Other	other
EZ00002	Zaü	zusammenhängendes Stück Feldarbeit, bes. beim Pflügen	kein_Trinken	Other	other
EA00514	Eller	Erle	kein_Trinken	Other	other
EA00733	Ampfer, Ampert	Ampfer	kein_Trinken	Other	other
ER00800	Rang II	Anlauf	kein_Trinken	Other	other
ES05690	Straf	Strafe	kein_Trinken	Other	other
ES00006	Saü, Soü, Söü, Süi	Schwein, Sau	kein_Trinken	Other	other
EG01936	grätzen	mit gespreizten Beinen ausschreiten	kein_Trinken	Other	other
ES00773	Salz	Salz	kein_Trinken	Other	other
EN00280	Nelli	Koseform des männl. Vornamens Cornelius	kein_Trinken	Other	other
EK01466	Kuz, Kutz, Kauz	kleine Eule	kein_Trinken	Other	other
EP02559	Butz II	Larve, verlarvtes Gesicht, Popanz	kein_Trinken	Other	other
EK02588	Krozer	eingeritztes Zeichen	kein_Trinken	Other	other
EL00106	Liber	Frank, Frankstück	kein_Trinken	Other	other
ES04637	stübelen	unpers. fein regnen	kein_Trinken	Other	other
EM00267	Magick	schielende Person, spottend od. scheltend	kein_Trinken	Other	other
EA01015	opponieren	refl. sich auflehnen, widersetzen	kein_Trinken	Other	other
EK01830	knächzig	kreischend	kein_Trinken	Other	other
EM01636	Moitz I	Anprall einer Schnellkugel gegen einen Gegenstand, beim Spiel	kein_Trinken	Other	other
EK02177	Krampf	Krampf; abnorme Empfindung, unerklärbarer Schmerz, bes. bei den Frauen	kein_Trinken	Other	other
EP03292	blond	blond	kein_Trinken	Other	other
ES00476	Sack	Sack für Getreide, Kartoffeln usw	kein_Trinken	Other	other
EM00830	mündig	mündig, volljährig	kein_Trinken	Other	other
EK01404	këtsch, këtschete	weich, zu weich gekocht (z. B. das Fleisch der Spanferkel oder der jungen Kälber)	kein_Trinken	Other	other
ER00969	Rëps I	Raps, die Kulturpflanze, Brassica napus	kein_Trinken	Other	other
EA01277	Assurans	Feuerversicherung (die älteren Leute sagen meist in d Brandkass tuen); Versicherungsgesellschaft	kein_Trinken	Other	other
EF00015	Veiol	Veilchen	kein_Trinken	Other	other
ES01689	Scheiker	Lüge	kein_Trinken	Other	other
EH00536	hohl	hohl, leer	kein_Trinken	Other	other
EP00648	bolen	werfen	kein_Trinken	Other	other
EA00877	Andülli, Andülie, Andüdel	geräucherte Fleischwurst	kein_Trinken	Other	other
ET00518	Teik	Teig zum Backen	kein_Trinken	Other	other
EK01540	klaffen III	nicht fest anpassen, abstehn	kein_Trinken	Other	other
ER01049	Räson	Anstand, Lebensart	kein_Trinken	Other	other
ET02122	Tran	Tran	kein_Trinken	Other	other
ES01847	schalten	schieben, vorwärts stossen allg	kein_Trinken	Other	other
EM00657	muemen	geifern, besonders von kleinen Kindern, beim Essen einen Teil der Speisen fallen lassen und damit die Kleider besudeln; auch von älteren Leuten und sogar vom Vieh gesagt	kein_Trinken	Other	other
EK00974	korrigieren	verbessern	kein_Trinken	Other	other
ET00581	Talu	Böschung der Strasse, des Berges	kein_Trinken	Other	other
EK01770	Knebel	kurzer Stock, Knüppel; dient bes. zum Zusammenbinden des Strohbundes	kein_Trinken	Other	other
EP00756	Balg	Balg, Fell	kein_Trinken	Other	other
EA00496	Allegaschi	töpelhafter Mensch, der sich ungeschickt trägt oder hält	kein_Trinken	Other	other
ES02553	Schlauder	Bahn	kein_Trinken	Other	other
EN00448	Nerfling	Fischart	kein_Trinken	Other	other
EP00413	päjen	bezahlen	kein_Trinken	Other	other
ER00669	Rampen	grosses Stück (Brot)	kein_Trinken	Other	other
ES02175	schuren II	scheuern	kein_Trinken	Other	other
EL01276	Lisabeth, Lisbeth	weibl. Vorname Elisabeth; Koseform	kein_Trinken	Other	other
EK01516	kluben	klauben, mit den Fingerspitzen an etwas herumzerren und zupfen, an einem Knopf oder Knochen, am Brode; in der Nase bohren	kein_Trinken	Other	other
EH01626	haschen	haschen. Kinderspiel, wobei ein Ausruheort, der Barren, bestimmt wird. Sind alle dort angelangt, so ruft das haschende Kind: Drei langi, langi Stangen! Wer nit glich vom Barren enwëg geht, der muess fangen	kein_Trinken	Other	other
EA01058	Arrëst	Arrest in der Schule	kein_Trinken	Other	other
EN00443	Narde	Behälter, in welchem auf dem Fischmarkt die Fische feil gehalten werden, flacher Fischzuber, Fischtrog, Fischmulde	kein_Trinken	Other	other
EM01299	Miser	Elend, Kummer	kein_Trinken	Other	other
ES03050	schmeidig	zart gebaut; von kränklichem Aussehn	kein_Trinken	Other	other
EM00790	Minut(e)	Minute	kein_Trinken	Other	other
ES03565	Schnurchel	runzeliges, schnurriges Weib	kein_Trinken	Other	other
ER00518	Ruckerst	beim Ballspiel der zwischen den vier Ecken belegene Raum	kein_Trinken	Other	other
EG00197	geffen	dürfen	kein_Trinken	Other	other
EP03852	brun	braun	kein_Trinken	Other	other
ET00979	Tapen, Topen	Pfote, Tatze, insbes. die Pfote der Katze	kein_Trinken	Other	other
EA00451	Aktion	Actie	kein_Trinken	Other	other
ES00890	sin, sein	sein	kein_Trinken	Other	other
EA00144	Ablässel	Medaille mit Heiligenbild	kein_Trinken	Other	other
EF01337	Flutt	Kloss aus Mehl, Kartoffeln	kein_Trinken	Other	other
EP01795	erbarmen	Meist nur in der halb hochd. Litanei - Formel	kein_Trinken	Other	other
ET02243	Trosel, Trossel	Troddel, Franse, Quaste, bes. am Frauenhalstuch	kein_Trinken	Other	other
EK01162	Kassematte	bombenfestes Gewölbe; Gefängnis	kein_Trinken	Other	other
EP01005	Bein	Bein	kein_Trinken	Other	other
ES01350	Schaub I	Bund Stroh, gutes langes Roggenstroh S., schön geordnetes Dachstroh	kein_Trinken	Other	other
EW01486	Wüwele	Läuse	kein_Trinken	Other	other
EK02545	krixen	knirschen mit den Zähnen oder vom Schnee; knarren (Thüre, Stuhl)	kein_Trinken	Other	other
EP01217	Bungst, Buns(t)	Bienenkorb aus Stroh	kein_Trinken	Other	other
ET01352	Turtel	Turteltaube	kein_Trinken	Other	other
ES03583	Schnërsche	Ortsn. Schnersheim bei Truchtersheim	kein_Trinken	Other	other
EF01232	Flum, Pflum	Flaum, Flaumfedern, junge weiche Härchen	kein_Trinken	Other	other
ES03814	schwadelen	zu viel sprechen	kein_Trinken	Other	other
EP02488	Potschamber	Nachtgeschirr	kein_Trinken	Other	other
ES01418	Schochen	Haufen Heu von geringem Umfang	kein_Trinken	Other	other
EH01024	Hanf(t)	Hanf	kein_Trinken	Other	other
EM01132	Marter, Martel	Marter, Qual	kein_Trinken	Other	other
EG01080	Gater	das erste Lederstück, wenn man den Absatz aufsetzt	kein_Trinken	Other	other
EP00513	Bicker II	Person mit verstocktem Sinn	kein_Trinken	Other	other
EG01220	Gix I	Schrei, Laut, Wörtchen; fast nur in der Rda	kein_Trinken	Other	other
ES02919	schlirgen	schmieren, sudeln, besudeln; schlecht malen	kein_Trinken	Other	other
EP00162	Buech, Buch	Buch	kein_Trinken	Other	other
ES04648	Staches	schwacher, einfältiger Mensch	kein_Trinken	Other	other
ET01667	Tëxt	Text, Bibelstelle	kein_Trinken	Other	other
EG00146	Gob	grüne Wanze	kein_Trinken	Other	other
EW00093	wubben	schlagen, hauen, prügeln	kein_Trinken	Other	other
EA00334	Agele, Agel	Granne, Spelze der Getreideähre, besonders Gerste; die holzigen Teile des Hanfs, die sich beim Brechen ablösen, Splitter, die bes. zum Feueranzünden dienen	kein_Trinken	Other	other
ES00713	Silinle	kleine Nägel, 6 Linien lang Westhalten	kein_Trinken	Other	other
EH00542	Holefërnes	stolzer Mensch; grosser und magerer Mann	kein_Trinken	Other	other
ET01262	Därlewätsch	Klatschbase	kein_Trinken	Other	other
EM00301	Majosch	Werkzeug des Schusters zum Glätten der Sohlen, frz. mailloche	kein_Trinken	Other	other
EL01388	Last	Last	kein_Trinken	Other	other
EQ00035	Qualität	Beschaffenheit	kein_Trinken	Other	other
EH01621	Hussel	Rotschwänzchen	kein_Trinken	Other	other
ET00840	Dunder II	Donner	kein_Trinken	Other	other
ES03053	Schmid	Schmied	kein_Trinken	Other	other
ER00921	Reparation	Veränderung, Wiederherstellung, Reparatur	kein_Trinken	Other	other
EP00053	Bobinle, Bobinel	Spule (mit aufgewickelter Wolle od. Baumwolle) aus Schilfrohr od. Hartpapier	kein_Trinken	Other	other
EK02345	kritizieren	(unbefugt) beurteilen, bekritteln	kein_Trinken	Other	other
ES00397	Sëgen	Segen	kein_Trinken	Other	other
EM01386	Maschin(e)	Maschine, bes. Dreschmaschine	kein_Trinken	Other	other
ET01322	thurnieren	poltern, lärmen	kein_Trinken	Other	other
EK00563	Kanali, Kanari	Kanarienvogel	kein_Trinken	Other	other
EP01466	Bahr	Bahre, Totenbahre	kein_Trinken	Other	other
EK01340	Kittel	Kittel, Rock	kein_Trinken	Other	other
ER00809	Ring	Ring, Fingerring	kein_Trinken	Other	other
EW00834	Wankel	Spielraum, Raum zu freier Bewegung	kein_Trinken	Other	other
EH01814	Hëx	Hexe	kein_Trinken	Other	other
ET01396	Dusel	Dusel, schlaftrunkener Zustand, Taumel	kein_Trinken	Other	other
ES01167	Sass	Sitzplatz, kunstlos durch Erdanhäufung u. dergl. vor dem Hause hergestellt; hölzerner od. steinerner Block, der sich zum Sitzen eignet	kein_Trinken	Other	other
ES03543	Schnuer, Schnur	Schnur	kein_Trinken	Other	other
EK00180	kudern	kauern, hocken	kein_Trinken	Other	other
EP02066	Bossel, Bosel	Person, die alle niedrigen, unangenehmen Dienste verrichtet, Kalfakter	kein_Trinken	Other	other
ET00285	Tafel(e)	Wandtafel in der Schule	kein_Trinken	Other	other
EM00128	Maicher, Maicherle	saurer Apfel	kein_Trinken	Trinken	Trinken
EF01183	fliehen	fliehen	kein_Trinken	Other	other
EP00894	Pomeranz	Apfelsine allg	kein_Trinken	Other	other
EP02135	Pauschen	Haufen ungeordneter Dinge	kein_Trinken	Other	other
ER00360	Rifen	Reif	kein_Trinken	Other	other
ES03461	Schnipper	Schneller, den man mit 2 Fingern, gew. mit Daumen und Mittelfinger, gibt	kein_Trinken	Other	other
EK01560	Klack	Riss an der Hand und bes. an den Lippen in Folge der Kälte	kein_Trinken	Other	other
ET02059	Triemen, Trumen	Endstück vom Aufzug eines Gewebes. An die abgeschnittenen Endfäden des alten Zettels wird der neue angedreht	kein_Trinken	Other	other
EN00501	nausen	zudringlich und in weinerlichem Tone verlangen, weinen, launisch sein, mürrisch sein	kein_Trinken	Other	other
ER00348	Rëff	Rückenkorb	kein_Trinken	Other	other
ET01994	traktieren	züchtigen, bändigen	kein_Trinken	Other	other
ES03743	Schramme	Schnittwunde	kein_Trinken	Other	other
EH00494	häl	dürr	kein_Trinken	Other	other
EL00189	Liche	der Tote	kein_Trinken	Other	other
EK01393	Kutter	Bettdecke, wollene Decke	kein_Trinken	Other	other
EH00546	Holleratti	Unkraut, in Trieben u. Blättern ähnlich wie Hollunder, aber ohne Holz, als Mittel gegen Hühnerläuse gebraucht, indem man einen Busch in den Hühnerstall hängt	kein_Trinken	Other	other
EM00588	mëlden	refl. vorsprechen, um etwas zu bekommen	kein_Trinken	Other	other
ES02313	schiessen	schiessen	kein_Trinken	Other	other
EZ00196	zackeren	pflügen	kein_Trinken	Other	other
EG01526	grüblen	grübeln, scharren, mit den Fingern herausbohren	kein_Trinken	Other	other
ET01474	Dispes	Wortstreit	kein_Trinken	Other	other
EN00360	Nina, Nini, Nuna, Nunn	kosende Bezeichnung für Schlaf, bes. in Wiegenliedchen	kein_Trinken	Other	other
ES05139	stampfen	stampfend auftreten, z. B. aus Zorn	kein_Trinken	Other	other
EK01274	Kest(ene)	Kastanie	kein_Trinken	Other	other
EF01395	Friden	Frieden, Ruhe, Ungestörtheit	kein_Trinken	Other	other
ER01514	Rezëpt	Rezept, ärztliche Verordnung	kein_Trinken	Other	other
EP04200	bruttlen	schmollen, murren	kein_Trinken	Other	other
EK00540	Kumper	Gevattersmann, auch Anrede bei Begegnung	kein_Trinken	Other	other
ES04791	Stieg	Treppe	kein_Trinken	Other	other
EP03941	Brunz	Urin	kein_Trinken	Other	other
ET00273	düdle	langsam gehn und dabei sich wiegen wie Gänse oder Enten	kein_Trinken	Other	other
ES01204	Saat	Samen	kein_Trinken	Other	other
EL01708	Luzias	Eigenname = Lucifer, Teufel	kein_Trinken	Other	other
ET00642	Tull	Tüll, feines Gewebe zu Schleiern	kein_Trinken	Other	other
EG01772	grüenzen	die ausgedroschenen Körner der Cerealien in der Wanne unter drehender Bewegung so schütteln, dass die nackten Körner am Rande, die mit Blatthäutchen (Hos) in der Mitte sich sammeln, worauf sie leicht zu scheiden sind	kein_Trinken	Other	other
EP01991	Beiß	Beize	kein_Trinken	Other	other
ES03334	Schnuder	flüssiger Nasenrotz	kein_Trinken	Other	other
EZ00017	zabelen	zappeln	kein_Trinken	Other	other
ES01725	Schuck	plötzlicher Sommerregen	kein_Trinken	Other	other
