xml:id	Lemma	Wortart	Level	Definition	Konzept	Konzept_gemappt	Distanz_minimal	Distanz_Durchschnitt	Kante_min
PS00891	Sauf-aus	Substantiv	-	Zechbruder, Säufer, Saufbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00892	Sauf-bruder	Substantiv	-	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00906	Säufer	Substantiv	-	Trinker, Alkoholiker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00909	Säufer-wahn	Substantiv	-	Geistesschwäche, Unzurechenbarkeit infolge Trunkenheit, Delirium	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00910	Säufer-wahnsinn	Substantiv	-	Geistesschwäche, Unzurechenbarkeit infolge Trunkenheit, Delirium	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00915	Sauf-gesellschaft	Substantiv	-	(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00916	Sauf-gichtern	Substantiv	x	Delirium	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00922	Sauf-kollege	Substantiv	-	Zechkumpan	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00923	Sauf-kompanie	Substantiv	-	(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00924	Sauf-kopf	Substantiv	-	wer gern Alkohol trinkt	kein_Trinken	Trinken	9	9.0	
PS00924	Sauf-kumpan	Substantiv	-	Zechkumpan	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00925	Sauf-lappen	Substantiv	-	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00928	Sauf-liste	Substantiv	-	Liste der ortsbekannten Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00929	Sauf-loch	Substantiv	-	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00930	Sauf-lottel	Substantiv	x	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00931	Sauf-nase	Substantiv	2	Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00932	Sauf-naupen	Substantiv	x	Saufgelüste	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00934	Sauf-partie	Substantiv	-	Zechgelage	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00942	Sauf-schulden	Substantiv	-	Schulden infolge übermäßigen Saufens	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00943	Sauf-teufel	Substantiv	-	Personifizierung des Alkoholismus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01122	Sau-rausch	Substantiv	-	großer Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01169	Sauser	Substantiv	3	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
PS01303	Schächer	Substantiv	2a	Gastwirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01498	Schafs-wirt, Schaf-wirt	Substantiv	-	Besitzer der Gastwirtschaft 'Zum Schaf'	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01689	Schank	Substantiv	2	Ausschank (von Getränken)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01692	Schank-bursche	Substantiv	-	Gehilfe beim Ausschank	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01697	Schank-haus	Substantiv		Gastwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01699	Schank-recht	Substantiv	-	Schankrecht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01701	Schank-stube	Substantiv	-	Stube der Gastwirtschaft, in der ausgeschenkt wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01702	Schank-tisch	Substantiv	-	Tisch in der Gastwirtschaft, an dem ausgeschenkt wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01704	Schank-wirt	Substantiv	-	Wirt, der ausschenkt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01843	Schaskeler	Substantiv	-	Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01846	Schaskener	Substantiv	-	Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01883	Schaub	Substantiv		brennender Strohwisch als Zeichen des Schankrechts	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02117	Schenk-bursche	Substantiv	-	Aushelfer in Gaststätten zur Kirchweihzeit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02118	Schenke	Substantiv	1a	Schankwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02118	Schenke	Substantiv	1b	Schanktisch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02122	schenken	Verb	3	Getränke ausschenken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02126	Schenk-kellner	Substantiv	-	Kellner, der ausschenkt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02127	Schenk-Mädchen	Substantiv	-	Aushelferin in Gaststätten zur Kirchweihzeit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02128	Schenk-wirt	Substantiv	-	wer in einer Schenke ausschenkt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02273	schicker	Adjektiv	1	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02275	Schicker	Substantiv	2	Schwips, Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02429	Schikores	Substantiv	-	Trunkenheit, Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02430	schikorum	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02437	Schild-gerechtigkeit	Substantiv		Konzession für die Eröffnung einer Gastwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02441	Schild-wirt	Substantiv	-	zum Dauerausschank gekaufter Weine berechtigter Wirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02768	Schläger, Schlager	Substantiv	3	Alkoholrausch, Alkoholexzeß	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02791	Schlag-seite	Substantiv	-	wie schd»Schlag-seite	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS03077	Schleh-büchse	Substantiv	2a	Bierfäßchen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS03518	Schluck	Substantiv	1	Menge, die auf einmal geschluckt wird; der einmalige Schluckvorgang	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS03531	Schluck-specht	Substantiv	-	wer gerne und viel trinkt	kein_Trinken	Trinken	9	9.0	
PS03532	schluck-weise	Adverb	-	schluckweise	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS03990	schmorig	Adjektiv	1	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04244	Schnaps-ausschank	Substantiv	-	Schankrecht für Spirituosen im Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04250	Schnaps-bude	Substantiv	-	anspruchsloses, vorwiegend zum Trinken besuchtes Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04251	Schnaps-butelle	Substantiv	-	Schnapsflasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04252	Schnaps-butik	Substantiv	-	Gastwirtschaft mit bescheidenen Ansprüchen, Branntweinschenke	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04256	Schnapser	Substantiv	1	wer gerne und oft Schnaps trinkt	kein_Trinken	Trinken	9	9.0	
PS04258	Schnaps-fahne	Substantiv	-	nach Schnaps riechender Atem	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04260	Schnaps-flasche	Substantiv	-	Glasflasche für Branntwein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04276	Schnaps-kneipe	Substantiv	-	Gasthaus, das vorwiegend zum Zweck des Trinkens besucht wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04279	Schnaps-kram	Substantiv	-	Schnapsausschank	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04281	Schnaps-laden	Substantiv	-	Branntweinausschank, meist mit Kramladen verbunden	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04283	Schnaps-nase	Substantiv	1a	blaurot verfärbte, aufgedunsene Nase eines Gewohnheitstrinkers	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04286	Schnaps-rausch	Substantiv	-	durch Genuß von zuviel Schnaps eintretende Bewußtseinsverwirrung	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04288	Schnaps-saufen	Substantiv	-	übermäßiger Genuß von Schnaps	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04290	Schnaps-teufel	Substantiv	-	Personifizierung des Alkoholismus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04293	Schnaps-vergiftung	Substantiv	-	schwere Vergiftung durch übermäßigen Genuß von Branntwein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04295	Schnaps-wirtschaft	Substantiv	-	Gasthaus mit Schnapsausschank	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS05058	Schöppeler	Substantiv	-	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS05069	Schoppen-pitscher	Substantiv	-	wer gerne einen Schoppen Wein trinkt	kein_Trinken	Trinken	9	9.0	
PS05070	Schoppen-schlücker	Substantiv	-	wer gerne einen Schoppen trinkt, Säufer	kein_Trinken	Trinken	9	9.0	
PS05071	Schoppen-stecher	Substantiv	-	wer gerne einen Schoppen trinkt, Säufer	kein_Trinken	Trinken	9	9.0	
PS05075	Schöppler	Substantiv	-	Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS05208	schräg, schrägs	Adjektiv	2	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS05507	schucker	Substantiv	1	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06081	Schwan	Substantiv	2	Name von Gasthäusern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06097	Schwanen-wirt, -wirtin	Substantiv	-	"Wirt, Wirtin eines Gasthauses ""Zum Schwanen"""	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06109	schwanken	Verb	1b	sich schwankend fortbewegen, taumelnd gehen (bes. von Betrunkenen)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06119	Schwänzel-bübchen	Substantiv	-	Kellner	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06191	schwarz	Adjektiv	2c'b	betrunken sein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06206	Schwarz-brenner	Substantiv	-	wer unerlaubt Schnaps brennt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06285	Schwätz-wasser	Substantiv	-	Schwätzwasser haben = betrunken, angetrunken sein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06297	Schwede	Substantiv	2	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06623	Schwips	Substantiv	-	leichter Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06625	schwipsig	Adjektiv	-	angeheitert, leicht betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06628	Schwitte	Substantiv	3	kleines Glas Wein, Viertelchen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07146	selig	Adjektiv	2b	angeheitert, betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07297	servieren	Verb	1	Essen, Getränke auftragen, auftischen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07298	Servier-frau, -fräulein	Substantiv	-	Kellnerin, Bedienung im Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07299	Servier-Mädchen	Substantiv	-	Mädchen, das serviert	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07301	Servier-spritze	Substantiv	-	Kellnerin, Bedienung im Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07972	Sonne	Substantiv	4	Name von Gasthäusern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08616	Speise-karte	Substantiv	-	Speisekarte	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08618	Speise-kellner	Substantiv	-	Kellner, der Speisen aufträgt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08672	Spelunke	Substantiv	1	anspruchsloses, verkommenes, übelbeleumundetes Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08876	Spiel-zettel	Substantiv	-	einen Spielzettel haben = betrunken sein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09038	Spitz	Substantiv	2a	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09048	Spitz-bohnen	Substantiv	-	Getreidekörner als Kaffee-Ersatz	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09418	spritzen	Verb	1b	ein Getränk mit Wasser verdünnen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09424	Spritzer	Substantiv	3	leichterer Rausch durch Alkohol	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09466	Sprudel-flasche	Substantiv	-	Flasche für Mineralwasser	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09628	Stab-aus	Substantiv	5	betrunken sein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09634	Stäbel	Substantiv	5	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09911	Stamm-gast	Substantiv	-	wer oft in derselben Wirtschaft einkehrt, am selben Platz sitzt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09912	Stamm-glas	Substantiv	-	persönliches Trinkglas des Stammgastes in der Wirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09918	Stamm-kneipe	Substantiv	-	die Wirtschaft, in die man regelmäßig zu gehen pflegt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09920	Stamm-lokal	Substantiv	-	die Wirtschaft, in die man regelmäßig zu gehen pflegt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09923	Stamm-tisch	Substantiv	2	regelmäßige Wirtshausbesuche von Stammgästen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09924	Stammtisch-bruder	Substantiv	-	wer zum Stammtisch geht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09927	Stamm-wirtschaft	Substantiv	-	die Wirtschaft, in die man regelmäßig zu gehen pflegt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09941	stampferig	Adjektiv	1	angetrunken, betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS09970	Ständer	Substantiv	5b	Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10105	staubig	Adjektiv	2a	mehr oder weniger betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10172	Stecher	Substantiv	1d	der Stechheber, mit dem man Weinproben zieht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10177	stechgranaten-voll	Adjektiv	-	volltrunken, besoffen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10178	Stech-hahnen, Stech-hahn	Substantiv	-	Vorrichtung am Faß zum Ablassen von Wein, Bier usw.	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	9	9.0	
PS10179	Stech-heber	Substantiv	-	unten spitzes, offenes Gerät, um Weinproben aus dem Faß zu nehmen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10185	stechkanonen-voll	Adjektiv	-	volltrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10261	Stefze, Stefzen	Substantiv	2c	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10310	steif-voll	Adjektiv	-	stark betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10311	steifvoll-gesoffen	Adjektiv	-	stark betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10595	stemperig	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10643	Stern, Sternen	Substantiv	2b	Stern als Wirtshauszeichen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10643	Stern, Sternen	Substantiv	6b	Gasthausnamen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10661	sternenkanonen-voll, sternkanonen-voll	Adjektiv	-	stark betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10669	Sternen-wirt, Stern-wirt	Substantiv	-	Gastwirt eines Gasthauses mit Namen Stern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10672	sterngranatenhagel-voll	Adjektiv	-	stark betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10674	sterngranatenkrotten-voll	Adjektiv	-	stark betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10675	sterngranaten-voll	Adjektiv	-	stark betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10677	sternhagelgranaten-voll	Adjektiv	-	stark betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10680	sternhagel-voll	Adjektiv	-	stark betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10703	sterns-voll, stern-voll	Adjektiv		stark betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10758	stichgranate-voll	Adjektiv	-	stark betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10803	Stieben	Substantiv	3	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10810	Stieben-süffer, Stieber-	Substantiv	-	Quartalssäufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10811	Stieber	Substantiv	3b'a	Rausch durch Alkohol, bes. vom Quartalsrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10811	Stieber	Substantiv	3b'b	betrunkener Mensch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10815	Stiebes	Substantiv	2	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10820	Stiefel	Substantiv	1.2c	Wirtshausname	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10820	Stiefel	Substantiv	1.2b	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10842	stiefel-steif	Adjektiv	2	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10956	Stink-bude	Substantiv	-	ein schlechtes Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11264	Storax	Substantiv	2	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11270	Storch	Substantiv	3	"Name eines Gasthauses ""Zum Storchen"""	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11316	Storren	Substantiv	8	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11339	Stoß	Substantiv	9	ein kleiner Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11418	strack	Adjektiv	1d	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11432	strack-voll	Adjektiv	-	schwer betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11474	stramig	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11504	Strand-kanone	Substantiv	-	vom Zustand des Betrunkenen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11616	Strauß	Substantiv	2.1k	Strauß als Zeichen des Ausschanks an Straußwirtschaften	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11631	Strauß-wirt	Substantiv	-	Wirt einer Straußwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11632	Strauß-wirtschaft	Substantiv	-	zeitlich begrenzter Gastwirtschaftsbetrieb	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11667	Streiche	Substantiv	1a	flaches Holz zum Abstreichen des Bierschaums	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11694	Streifer	Substantiv	2	leichter Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11780	Strich	Substantiv	1b'b	Vermerk des Wirts über konsumierte Getränke	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11977	strubbelig	Adjektiv	2a	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12192	Stuff	Substantiv	2	Weinglas für 18 Liter	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12341	Sturm, Sturmen	Substantiv	2b	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12346	Stürmer	Substantiv	2	Rausch durch Alkohol	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12353	stürmisch	Adjektiv	2b	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12382	Stürzen-becher	Substantiv		ein Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12385	Stürzer	Substantiv	-	ein herumtorkelnder Betrunkener	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12520	Suff	Substantiv	1b	Zustand des Betrunkenseins, Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12521	Süff-chen	Substantiv	-	versoffener Kerl	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12523	Süffel	Substantiv	-	Mensch, der gerne einen über den Durst trinkt, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12525	Süffer	Substantiv	2a	wer etwas trinkt	kein_Trinken	Trinken	9	9.0	
PS12525	Süffer	Substantiv	1	Säufer, Alkoholiker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12527	Suff-hafen	Substantiv	2	wer oft zuviel Alkohol trinkt	kein_Trinken	Trinken	9	9.0	
PS12528	süffig	Adjektiv	1	gut zu trinken, wohlschmeckend	kein_Trinken	Trinken	9	9.0	
PS12528	süffig	Adjektiv	2	dem Alkohol zusprechend	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12529	Suff-kopf	Substantiv	-	Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12530	Suff-kuh	Substantiv	-	Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12531	Suff-lappen	Substantiv	-	Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12532	Süffling	Substantiv	-	Trinker, Alkoholiker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12533	Suff-loch	Substantiv	-	Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12534	Suff-nase	Substantiv	-	Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12535	Suff-sack	Substantiv	-	Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12688	Surrer	Substantiv	-	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PU00214	Über-sitz	Substantiv	-	das Sitzen im Wirtshaus nach der Sperrstunde	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PU00215	über-sitzen	Verb		über den Sperrstundentermin im Wirtshaus sitzen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PU01193	Uspes	Substantiv	-	Wirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW00997	Wasser-hünkel	Substantiv	3b	wer keinen Alkohol trinkt, Abstinenzler	kein_Trinken	Trinken	9	9.0	
PW01125	Wasser-süffer	Substantiv	1	wer keine alkoholischen Getränke trinkt, Abstinenzler	kein_Trinken	Trinken	9	9.0	
PW01506	weich	Adjektiv	3c	mild, säure- und schwefelarm; trüb (vom Wein)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01679	Wein-ausschank	Substantiv	-	Weinausschank	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01706	Wein-essig	Substantiv	-	aus Wein hergestellter Essig	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
