xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Konzept_gemappt
PF01077	ver-abreichen	verabreichen	Verb	-	Ohrfeigen geben	['Ohrfeigen geben']	kein_Trinken					
PF01109	ver-babern	verbabern	Verb	1	beschmutzen	['beschmutzen']	kein_Trinken			beschmutzen	kein_Trinken	kein_Trinken
PS03957	Schmitz	Schmitz	Substantiv	2	Schultadel in Form eines Striches wegen Unterrichtsversäumnis	['Schultadel in Form eines Striches wegen Unterrichtsversäumnis']	kein_Trinken					
PA02875	Aspirin	Aspirin	Substantiv	-	Aspirin	['Aspirin']	kein_Trinken			Aspirin	kein_Trinken	kein_Trinken
PH03259	Herren-fastnacht	Herrenfastnacht	Substantiv	-	der Sonntag vor dem Aschermittwoch (als Beginn der Fastenzeit)	['der Sonntag vor dem Aschermittwoch (als Beginn der Fastenzeit)']	kein_Trinken					
PD03115	Dorn, Dornen	Dorn, Dornen	Substantiv	'1.2c	von einem, den man nicht leiden kann	['von einem, den man nicht leiden kann']	kein_Trinken					
PW03838	Würzel-born	Würzelborn	Substantiv	-	Flurname, Quelle, aus der angeblich die kleinen Kinder kommen	['Flurname', 'Quelle', 'aus der angeblich die kleinen Kinder kommen']	kein_Trinken					
PK02601	kleiden	kleiden	Verb	1b	einen kleiden	['einen kleiden']	kein_Trinken					
PA01812	an-fahren	anfahren	Verb	2c	grob anreden	['grob anreden']	kein_Trinken					
PB02758	Pfeifen-gesteck	Pfeifengesteck	Substantiv	-	Pfeifenrohr	['Pfeifenrohr']	kein_Trinken			Pfeifenrohr	kein_Trinken	kein_Trinken
PK01061	Katheder	Katheder	Substantiv	2	Kopf	['Kopf']	kein_Trinken			Kopf	kein_Trinken	kein_Trinken
PE00174	eggen-dumm	eggendumm	Adjektiv	-	sehr dumm	['sehr dumm']	kein_Trinken					
PB07480	Purralässen	Purralässen	Substantiv	-	ein Klickerspiel um Knöpfe aus KU-Kaulb	['ein Klickerspiel um Knöpfe aus KU-Kaulb']	kein_Trinken					
PH02228	Heidesin	Heidesin	Substantiv	2a	böses Weib	['böses Weib']	kein_Trinken					
PH01812	Haus-kreuz	Hauskreuz	Substantiv	2	Unglück im Haus	['Unglück im Haus']	kein_Trinken					
PG02064	ge-reißen	gereißen	Verb	-	reißen (von Rissen auf der Haut, die durch Kälte entstehen)	['reißen (von Rissen auf der Haut, die durch Kälte entstehen)']	kein_Trinken					
PS03203	schlempen	schlempen	Verb	-	die Türklinke betätigen	['die Türklinke betätigen']	kein_Trinken					
PF01479	ver-hachern	verhachern	Verb	-	lange kichernd lachen	['lange kichernd lachen']	kein_Trinken					
PZ00619	ziehen	ziehen	Verb	5a	aufziehen, großziehen (von Pflanzen, Vieh)	['aufziehen', 'großziehen (von Pflanzen', 'Vieh)']	kein_Trinken	ziehen	Trinken			Trinken; 
PH02841	heraus-pfetzen	herauspfetzen	Verb	-	den Schneider mit Pfetzen vertreiben, d.h. sich im neuen Kleid zeigen	['den Schneider mit Pfetzen vertreiben', 'd.h. sich im neuen Kleid zeigen']	kein_Trinken					
PF05002	Franzosen-berg	Franzosenberg	Substantiv	-	Flurname	['Flurname']	kein_Trinken			Flurname	kein_Trinken	kein_Trinken
PF02191	Ver-schiß	Verschiß	Substantiv	-	Verruf	['Verruf']	kein_Trinken			Verruf	kein_Trinken	kein_Trinken
PS07671	sinken	sinken	Verb	2b	in moralischer Hinsicht sinken	['in moralischer Hinsicht sinken']	kein_Trinken					
PG01562	Gelb-rübe	Gelbrübe	Substantiv	2a	lange Nase	['lange Nase']	kein_Trinken					
PM00815	Marmor	Marmor	Substantiv	-	Marmor	['Marmor']	kein_Trinken			Marmor	kein_Trinken	kein_Trinken
PK03206	Kniebes	Kniebes	Substantiv	-	im Wachstum zurückgebliebener Mensch, Knirps	['im Wachstum zurückgebliebener Mensch', 'Knirps']	kein_Trinken					
PE01892	Erker	Erker	Substantiv	2	Nase	['Nase']	kein_Trinken			Nase	kein_Trinken	kein_Trinken
PJ00431	juckeln	juckeln	Verb	II2	kitzeln	['kitzeln']	kein_Trinken			kitzeln	kein_Trinken	kein_Trinken
PH03882	herum-vagieren	herumvagieren	Verb	1	umherschweifen	['umherschweifen']	kein_Trinken			umherschweifen	kein_Trinken	kein_Trinken
PW02203	Werktags-arbeit	Werktagsarbeit	Substantiv	-	Werktagsarbeit	['Werktagsarbeit']	kein_Trinken			Werktagsarbeit	kein_Trinken	kein_Trinken
PS06659	Schwollen-kopf	Schwollenkopf	Substantiv	3	Necknameame für die Bewohner von SP-Berghs	['Necknameame für die Bewohner von SP-Berghs']	kein_Trinken					
PF02163	ver-scharmetzeln	verscharmetzeln	Verb	x	zerschinden, verkratzen	['zerschinden', 'verkratzen']	kein_Trinken					
PH03521	herum-fuseln	herumfuseln	Verb	-	tastend suchen	['tastend suchen']	kein_Trinken					
PF04424	Vorder-säule	Vordersäule	Substantiv	-	Verbindungsstück zwischen Pflugsgrindel und -haupt	['Verbindungsstück zwischen Pflugsgrindel und -haupt']	kein_Trinken					
PE00571	ein-führen	einführen	Verb	3b	(den Neuling) in offizieller Form vorstellen	['(den Neuling) in offizieller Form vorstellen']	kein_Trinken					
PH03497	herum-fahren	herumfahren	Verb	2a	umherfliegen	['umherfliegen']	kein_Trinken			umherfliegen	kein_Trinken	kein_Trinken
PF05535	Fuchs-baum	Fuchsbaum	Substantiv	-	Flurname	['Flurname']	kein_Trinken			Flurname	kein_Trinken	kein_Trinken
PF01907	ver-möbeln	vermöbeln	Verb	-	verhauen	['verhauen']	kein_Trinken			verhauen	kein_Trinken	kein_Trinken
PK04053	Kopf-schale	Kopfschale	Substantiv	x	Kopfschuppe	['Kopfschuppe']	kein_Trinken			Kopfschuppe	kein_Trinken	kein_Trinken
PH05747	hoch-notig	hochnotig	Adjektiv	+	dringend notwendig	['dringend notwendig']	kein_Trinken					
PW00962	Wasser-fall	Wasserfall	Substantiv	1	Stelle, an der das Wasser herabstürzt	['Stelle', 'an der das Wasser herabstürzt']	kein_Trinken					
PL02092	Locken	Locken	Substantiv	'2.1a	Bündel, Traglast	['Bündel', 'Traglast']	kein_Trinken					
PS11412	Strabeler	Strabeler	Substantiv	x3	Necknameame für Mitglieder einer evangelikalen Sekte	['Necknameame für Mitglieder einer evangelikalen Sekte']	kein_Trinken					
PA03175	auf-leben	aufleben	Verb	x2	durch Kränkung aufreiben	['durch Kränkung aufreiben']	kein_Trinken					
PH00135	habig	habig	Adjektiv	-	habgierig	['habgierig']	kein_Trinken			habgierig	kein_Trinken	kein_Trinken
PH01792	Haus-herr	Hausherr	Substantiv	-	wer Wohnungen in seinem Haus vermietet	['wer Wohnungen in seinem Haus vermietet']	kein_Trinken					
PH01837	Haus-platz	Hausplatz	Substantiv	-	Bauplatz	['Bauplatz']	kein_Trinken			Bauplatz	kein_Trinken	kein_Trinken
PS06175	Schwärmerei	Schwärmerei	Substantiv	1	schwärmerische Begeisterung	['schwärmerische Begeisterung']	kein_Trinken					
PB00416	balgen	balgen	Verb	1	sich raufen	['sich raufen']	kein_Trinken					
PG02264	Gesang-stunde	Gesangstunde	Substantiv	-	Gesangstunde	['Gesangstunde']	kein_Trinken			Gesangstunde	kein_Trinken	kein_Trinken
PS00783	Sau-blatt	Saublatt	Substantiv	-	Wegerich (Plantago maior)	['Wegerich (Plantago maior)']	kein_Trinken					
PW01896	Weiß-haar	Weißhaar	Substantiv	-	Neckname	['Neckname']	kein_Trinken			Neckname	kein_Trinken	kein_Trinken
PA03996	Aus-schnaffler, -schnafflerin	Ausschnaffler, Ausschnafflerin	Substantiv	-	Aushorcher, -horcherin	['Aushorcher', '-horcherin']	kein_Trinken					
PG03891	Gras	Gras	Substantiv	1b	Grasschnitt	['Grasschnitt']	kein_Trinken			Grasschnitt	kein_Trinken	kein_Trinken
PB04081	Blatt	Blatt	Substantiv	1a	Pflanzenblatt	['Pflanzenblatt']	kein_Trinken			Pflanzenblatt	kein_Trinken	kein_Trinken
PS03373	Schlittel	Schlittel	Substantiv	'2	Eisbahn, auf der Kinder zum Vergnügen hingleiten	['Eisbahn', 'auf der Kinder zum Vergnügen hingleiten']	kein_Trinken					
PS09709	Städter-kind	Städterkind	Substantiv	-	Kind aus der Stadt im Gegensatz zum Dorfkind	['Kind aus der Stadt im Gegensatz zum Dorfkind']	kein_Trinken					
PF01025	Fenster-angel	Fensterangel	Substantiv	-	Haken, in die der Fensterflügel eingehängt wird	['Haken', 'in die der Fensterflügel eingehängt wird']	kein_Trinken					
PS03486	Schlot-barone	Schlotbarone	Substantiv	-	Bez. für die Deutsche Volkspartei	['Bez. für die Deutsche Volkspartei']	kein_Trinken					
PK01305	Kautsch (Couch)	Kautsch Couch, Kautsch 	Substantiv	-	Liegesofa	['Liegesofa']	kein_Trinken			Liegesofa	kein_Trinken	kein_Trinken
PG02724	Ge-weed	Geweed	Substantiv	-	Flurname	['Flurname']	kein_Trinken			Flurname	kein_Trinken	kein_Trinken
PH04892	hinein-regnen	hineinregnen	Verb	2	ununterbrochen regnen	['ununterbrochen regnen']	kein_Trinken					
PB03684	Birken-wald	Birkenwald	Substantiv	-	Birkenwald	['Birkenwald']	kein_Trinken			Birkenwald	kein_Trinken	kein_Trinken
PE01319	Elias	Elias	Substantiv	-	volkstümliche Bez. für die Schmalspurbahnzwischen NW-Meckh und Lu'haf	"[""volkstümliche Bez. für die Schmalspurbahnzwischen NW-Meckh und Lu'haf""]"	kein_Trinken					
PA01770	ane-machen	anemachen	Verb	1	irgendwo hingehen, -reisen	['irgendwo hingehen', '-reisen']	kein_Trinken					
PE00006	ebbe	ebbe	Adjektiv	1	Mangel haben, kein Geld mehr haben	['Mangel haben', 'kein Geld mehr haben']	kein_Trinken					
PF02253	ver-schneiden	verschneiden	Verb	2	kastrieren	['kastrieren']	kein_Trinken			kastrieren	kein_Trinken	kein_Trinken
PA03760	aus-hülchen, -(ge)hüllichen	aushülchen, ausgehüllichen, aushüllichen	Verb	-	aushöhlen	['aushöhlen']	kein_Trinken			aushöhlen	kein_Trinken	kein_Trinken
PR02543	rück-fällig	rückfällig	Adjektiv	-	rückfällig	['rückfällig']	kein_Trinken			rückfällig	kein_Trinken	kein_Trinken
PD03044	Dorf-meister	Dorfmeister	Substantiv	+	Bürgermeister des Dorfes	['Bürgermeister des Dorfes']	kein_Trinken					
PA00895	ab-wischen	abwischen	Verb	1a'a	durch Wischen reinigen	['durch Wischen reinigen']	kein_Trinken					
PS07869	Sommer-gast	Sommergast	Substantiv	-	Sommergast	['Sommergast']	kein_Trinken			Sommergast	kein_Trinken	kein_Trinken
PE00666	ein-kochen	einkochen	Verb	2	infolge Verdampfung beim Kochen weniger werden	['infolge Verdampfung beim Kochen weniger werden']	kein_Trinken					
PH04938	hinein-stechen	hineinstechen	Verb	-	hineinstechen	['hineinstechen']	kein_Trinken			hineinstechen	kein_Trinken	kein_Trinken
PK01601	Kessel	Kessel	Substantiv	2d	Mulde im Gelände, abgeschlossenes Waldtal	['Mulde im Gelände', 'abgeschlossenes Waldtal']	kein_Trinken					
PO00322	Ochsen-zunge	Ochsenzunge	Substantiv	x2b	Acker-Ochsenzunge (Lycopsis arvensis)	['Acker-Ochsenzunge (Lycopsis arvensis)']	kein_Trinken					
PH04730	hinaus-leiern	hinausleiern	Verb	1	auf einen späteren Zeitpunkt verschieben	['auf einen späteren Zeitpunkt verschieben']	kein_Trinken					
PA02122	an-plotzen	anplotzen	Verb	-	durch Fallen, Schlagen ein wenig beschädigen (bes. Obst)	['durch Fallen', 'Schlagen ein wenig beschädigen (bes. Obst)']	kein_Trinken					
PR02373	Rott-stück	Rottstück	Substantiv	-	Flurname	['Flurname']	kein_Trinken			Flurname	kein_Trinken	kein_Trinken
PS04357	Schnaufer	Schnaufer	Substantiv	-	Atemzug, vor allem der letzte Atemzug vor dem Tod	['Atemzug', 'vor allem der letzte Atemzug vor dem Tod']	kein_Trinken					
PS09631	Stabaus-stock	Stabausstock	Substantiv	-	der von Kindern am Sommertagsumzug getragene, geschmückte Stab	['der von Kindern am Sommertagsumzug getragene', 'geschmückte Stab']	kein_Trinken					
PS01766	Schar-hebel	Scharhebel	Substantiv	-	Vorrichtung am Grubber	['Vorrichtung am Grubber']	kein_Trinken					
PH06052	höhnisch	höhnisch	Adjektiv	-	höhnisch	['höhnisch']	kein_Trinken			höhnisch	kein_Trinken	kein_Trinken
PU00863	Unter	Unter	Substantiv	'2	Bauer im Kartenspiel Schafkopf	['Bauer im Kartenspiel Schafkopf']	kein_Trinken					
PS04211	Schnäpper	Schnäpper	Substantiv	8d	vorlautes Mädchen	['vorlautes Mädchen']	kein_Trinken					
PS06126	Schwanz-griebe	Schwanzgriebe	Substantiv	1	der obere, dicke Teil des Schwanzes, die Schwanzwurzel	['der obere', 'dicke Teil des Schwanzes, die Schwanzwurzel']	kein_Trinken					
PH00474	hain-buchen, -büchen	hainbuchen, hainbüchen	Adjektiv	2b'b	urwüchsig, ungeschlacht, grob (vom Menschen)	['urwüchsig', 'ungeschlacht', 'grob (vom Menschen)']	kein_Trinken					
PK00975	Kasten	Kasten	Substantiv	2a'b	Kasten des Kippkarrens zur Aufnahme der Ladung	['Kasten des Kippkarrens zur Aufnahme der Ladung']	kein_Trinken					
PK00549	kapores, kapore	kapores, kapore	Adjektiv	2a	tot	['tot']	kein_Trinken			tot	kein_Trinken	kein_Trinken
PR02427	Rotz-pritsche	Rotzpritsche	Substantiv	-	Nase mit triefendem Schleim, auch der Ausfluß selbst	['Nase mit triefendem Schleim', 'auch der Ausfluß selbst']	kein_Trinken					
PZ00488	Zerr-himmel	Zerrhimmel	Substantiv	+	ehemaliger Flurname	['ehemaliger Flurname']	kein_Trinken					
PM02181	Mist-haufen	Misthaufen	Substantiv	2	Flecken, Pickel, Ausschlag im Gesicht	['Flecken', 'Pickel', 'Ausschlag im Gesicht']	kein_Trinken					
PD03493	Trag-schelle	Tragschelle	Substantiv	-	Ring am Geschirr der Zugtiere, durch den der Strang oder die Lanne geht	['Ring am Geschirr der Zugtiere', 'durch den der Strang oder die Lanne geht']	kein_Trinken					
PF05587	Fuchteler	Fuchteler	Substantiv	1b	wer oft schimpft	['wer oft schimpft']	kein_Trinken					
PS03392	Schlittschuh-arm	Schlittschuharm	Substantiv	-	Spannbacken zum Anschrauben des Schlittschuhs am Schuh	['Spannbacken zum Anschrauben des Schlittschuhs am Schuh']	kein_Trinken					
PS05533	Schuh	Schuh	Substantiv	2a	die Klaue des Schafs	['die Klaue des Schafs']	kein_Trinken					
PH05474	hinunter-wuppen	hinunterwuppen	Verb	-	hinunterwerfen	['hinunterwerfen']	kein_Trinken			hinunterwerfen	kein_Trinken	kein_Trinken
PB07157	Pulle, Pülle	Pulle, Pülle	Substantiv	1	junges Huhn, vor der Legereife	['junges Huhn', 'vor der Legereife']	kein_Trinken					
PZ01811	zu-zwinkern	zuzwinkern	Verb	-	durch Augenblinzeln ein Zeichen geben	['durch Augenblinzeln ein Zeichen geben']	kein_Trinken					
PF00779	fehl-gehen	fehlgehen	Verb	2b	mißlingen	['mißlingen']	kein_Trinken			mißlingen	kein_Trinken	kein_Trinken
PS04607	Schneppe	Schneppe	Substantiv	'1.1b	Kante eines Stuhlsitzes, Ende einer Sitzbank	['Kante eines Stuhlsitzes', 'Ende einer Sitzbank']	kein_Trinken					
PN01393	Nudel	Nudel	Substantiv	3b	(Verb) geizige Nudel = geizige Frau (Schimpfw)	['(Verb) geizige Nudel = geizige Frau (Schimpfw)']	kein_Trinken					
PS08416	Spatzen-narr	Spatzennarr	Substantiv	-	Vogelscheuche	['Vogelscheuche']	kein_Trinken			Vogelscheuche	kein_Trinken	kein_Trinken
PK01294	Kaute	Kaute	Substantiv	1g'b	Grube für das Hußsauspiel	['Grube für das Hußsauspiel']	kein_Trinken					
PH02281	Heilig-kreuz	Heiligkreuz	Substantiv	-	in Flüchen	['in Flüchen']	kein_Trinken					
PG02296	Ge-scheitigkeit	Gescheitigkeit	Substantiv	-	Gescheitheit	['Gescheitheit']	kein_Trinken			Gescheitheit	kein_Trinken	kein_Trinken
PR02844	Rüpel, Rupel	Rüpel, Rupel	Substantiv	2	ein von den Burschen aufgeführter Tanz	['ein von den Burschen aufgeführter Tanz']	kein_Trinken					
PM01426	Mehl-stube	Mehlstube	Substantiv	-	Vorratsraum für Mehl im Bauernhaus	['Vorratsraum für Mehl im Bauernhaus']	kein_Trinken					
PF02311	ver-schwinden	verschwinden	Verb	3b	entwenden	['entwenden']	kein_Trinken			entwenden	kein_Trinken	kein_Trinken
PM00091	Madd(e)rich	Madderich, Maddrich	Substantiv	2	Eisenleiste entlang der Futterkrippezum Anbinden des Viehes	['Eisenleiste entlang der Futterkrippezum Anbinden des Viehes']	kein_Trinken					
PH01155	Hanne-wackel	Hannewackel	Substantiv	2	Pantoffelheld	['Pantoffelheld']	kein_Trinken			Pantoffelheld	kein_Trinken	kein_Trinken
PW03514	Wonne-berg	Wonneberg	Substantiv	-	Flurname (Bergname)	['Flurname (Bergname)']	kein_Trinken					
PN00520	nängern, nangern	nängern, nangern	Verb	-	weinerlich bitten, nörgeln; wehleidig tun	['weinerlich bitten', 'nörgeln', 'wehleidig tun']	kein_Trinken					
PF00863	Feld	Feld	Substantiv	1a'a	nur Ackerland	['nur Ackerland']	kein_Trinken					
PW03915	Wustheit	Wustheit	Substantiv	-	Rüpelhaftigkeit, Unfreundlichkeit, Unverschämtheit	['Rüpelhaftigkeit', 'Unfreundlichkeit', 'Unverschämtheit']	kein_Trinken					
PB07113	Bügeleisen-stahl	Bügeleisenstahl	Substantiv	-	Nase	['Nase']	kein_Trinken			Nase	kein_Trinken	kein_Trinken
PF04644	Vor-sänger	Vorsänger	Substantiv	-	guter Sänger, der den Chor stimmlich führt	['guter Sänger, der den Chor stimmlich führt']	kein_Trinken					
PB05426	Bottrasch	Bottrasch	Substantiv	-	ein Spiel, ähnlich dem Hussauspiel	['ein Spiel', 'ähnlich dem Hussauspiel']	kein_Trinken					
PA02186	an-schicken	anschicken	Verb	1	sich zu etwas fertig machen	['sich zu etwas fertig machen']	kein_Trinken					
PK03149	Kneip	Kneip	Substantiv	1a'b	das schwach sichelartig gebogene Messer zum Hauen	['das schwach sichelartig gebogene Messer zum Hauen']	kein_Trinken					
PM00177	Magnet	Magnet	Substantiv	-	Magnet	['Magnet']	kein_Trinken			Magnet	kein_Trinken	kein_Trinken
PM00373	Mako-strumpf	Makostrumpf	Substantiv	-	Strumpf aus Mako, einem Gewebe aus der gleichnamigen Baumwollsorte	['Strumpf aus Mako', 'einem Gewebe aus der gleichnamigen Baumwollsorte']	kein_Trinken					
PJ00104	Jakobine	Jakobine	Substantiv	-	weiblicher Vorname	['weiblicher Vorname']	kein_Trinken					
PG00613	Gätsel	Gätsel	Substantiv	-	beim Jäten ausgerufpftes Unkraut	['beim Jäten ausgerufpftes Unkraut']	kein_Trinken					
PK05270	Krülle	Krülle	Substantiv	-	Hahnenkamm	['Hahnenkamm']	kein_Trinken			Hahnenkamm	kein_Trinken	kein_Trinken
PN00932	Nest-hocker	Nesthocker	Substantiv	2	Langschläfer	['Langschläfer']	kein_Trinken			Langschläfer	kein_Trinken	kein_Trinken
PD02305	Tiefen-graben	Tiefengraben	Substantiv	-	Flurname	['Flurname']	kein_Trinken			Flurname	kein_Trinken	kein_Trinken
PB06208	pritschen	pritschen	Verb	6a	sich putzen, flott kleiden	['sich putzen', 'flott kleiden']	kein_Trinken					
PH01240	Harfe	Harfe	Substantiv	-	Harfe	['Harfe']	kein_Trinken			Harfe	kein_Trinken	kein_Trinken
PG03172	glasig	glasig	Adjektiv	2	starr (bes. von den Augen des Betrunkenen)	['starr (bes. von den Augen des Betrunkenen)']	kein_Trinken					
PN01423	Nundidjee	Nundidjee	Substantiv	2	lebhaftes, unartiges Kind	['lebhaftes', 'unartiges Kind']	kein_Trinken					
PS06748	Sechsprenkel-haft	Sechsprenkelhaft	Substantiv	-	Ring, Halterung, in der das Sech mit Holzkeil festgeklemmt wird	['Ring', 'Halterung', 'in der das Sech mit Holzkeil festgeklemmt wird']	kein_Trinken					
PH06165	Holper, Hulper(er)	Holper, Hulperer, Hulper	Substantiv	x'2.2	Unebenheit im Boden	['Unebenheit im Boden']	kein_Trinken					
PA02387	an-treten	antreten	Verb	1	durch Treten festdrücken	['durch Treten festdrücken']	kein_Trinken					
PF00802	Feier-tag	Feiertag	Substantiv	2	Weihnachtsfest	['Weihnachtsfest']	kein_Trinken			Weihnachtsfest	kein_Trinken	kein_Trinken
PK00541	kapitel-fest	kapitelfest	Adjektiv	2a	(vom Menschen) gesund	['(vom Menschen) gesund']	kein_Trinken					
PS11732	Streit-sack	Streitsack	Substantiv	-	streitsüchtiger Mensch	['streitsüchtiger Mensch']	kein_Trinken					
PH00856	Han-apfel	Hanapfel	Substantiv	2	Frucht vom Weißdorn	['Frucht vom Weißdorn']	kein_Trinken					
PR01320	Reiste	Reiste	Substantiv	+	zusammengedrehtes Bund gehechelten Flachsesgrobes Tuch	['zusammengedrehtes Bund gehechelten Flachsesgrobes Tuch']	kein_Trinken					
PF00748	Feder-tute	Federtute	Substantiv	-	Kästchen für das Schreibzeug des Schülers	['Kästchen für das Schreibzeug des Schülers']	kein_Trinken					
PS10295	Steier	Steier	Substantiv	-	eine weißbauchige Schwalbe	['eine weißbauchige Schwalbe']	kein_Trinken					
PB00786	Papp-michel	Pappmichel	Substantiv	-	schmutziger Mensch	['schmutziger Mensch']	kein_Trinken					
PA02377	Antoinette	Antoinette	Substantiv	-	weibl. Vorname	['weibl. Vorname']	kein_Trinken					
PM01494	Meisen-nuß	Meisennuß	Substantiv	-	Nuß mit dünnen Stellen in der Schale, die von Meisen aufgepickt werden kann	['Nuß mit dünnen Stellen in der Schale, die von Meisen aufgepickt werden kann']	kein_Trinken					
PB02510	Betzen-loch	Betzenloch	Substantiv	2	Nische in der inneren Kellerwand, in der man etwas aufbewahrt	['Nische in der inneren Kellerwand', 'in der man etwas aufbewahrt']	kein_Trinken					
PZ00564	zickelig	zickelig	Adjektiv	1	närrisch, verrückt, sonderbar	['närrisch', 'verrückt', 'sonderbar']	kein_Trinken					
PS05310	Schreib-lehrer	Schreiblehrer	Substantiv	-	Lehrer, der Schreibunterricht erteilt	['Lehrer, der Schreibunterricht erteilt']	kein_Trinken					
PS02634	schlachten	schlachten	Verb	2b	Geschwister am Heiraten hindern, um das Erbe zusammenzuhalten	['Geschwister am Heiraten hindern', 'um das Erbe zusammenzuhalten']	kein_Trinken					
PK03111	knausern	knausern	Verb	-	geizen	['geizen']	kein_Trinken			geizen	kein_Trinken	kein_Trinken
PR01480	Rettich	Rettich	Substantiv	2	kleiner Mensch	['kleiner Mensch']	kein_Trinken					
PL01126	legen	legen	Verb	I1a'g	ausbreiten, bereitstellen	['ausbreiten', 'bereitstellen']	kein_Trinken					
PG03307	Glinde	Glinde	Substantiv	-	Gleitbahn auf dem Eis	['Gleitbahn auf dem Eis']	kein_Trinken					
PS08214	Spanier-äcker	Spanieräcker	Substantiv	-	Flurname	['Flurname']	kein_Trinken			Flurname	kein_Trinken	kein_Trinken
PG02721	Ge-weber(s)	Gewebers, Geweber	Substantiv	1b	leichtfertiges, unüberlegtes Gerede	['leichtfertiges', 'unüberlegtes Gerede']	kein_Trinken					
PB05510	Brache	Brache	Substantiv	1	das Brachliegen	['das Brachliegen']	kein_Trinken					
PE02352	Ewigkeit	Ewigkeit	Substantiv	2	sehr lange Zeit, unerträglich lange Zeit	['sehr lange Zeit', 'unerträglich lange Zeit']	kein_Trinken					
PK00339	kalt-schnauzig	kaltschnauzig	Adjektiv	-	rücksichtslos, egoistisch	['rücksichtslos', 'egoistisch']	kein_Trinken					
PS08852	spielig	spielig	Adjektiv	x2b	zum Geschlechtsverkehr geneigt	['zum Geschlechtsverkehr geneigt']	kein_Trinken					
PG03899	Gras-bollen	Grasbollen	Substantiv	-	Rasenstück zum Auffüllen nasser Stellen der Wiese	['Rasenstück zum Auffüllen nasser Stellen der Wiese']	kein_Trinken					
PM00907	Mase	Mase	Substantiv	+	Wundmal, Fleck, Narbe	['Wundmal', 'Fleck', 'Narbe']	kein_Trinken					
PA00746	ab-spulen	abspulen	Verb	-	abspulen	['abspulen']	kein_Trinken			abspulen	kein_Trinken	kein_Trinken
PE02380	Expeller	Expeller	Substantiv	-	schmerzstillende Flüssigkeit	['schmerzstillende Flüssigkeit']	kein_Trinken					
PH01047	Hanf	Hanf	Substantiv	1	die Pflanze Cannabis sativa	['die Pflanze Cannabis sativa']	kein_Trinken					
PR01298	Reiß-haken	Reißhaken	Substantiv	1a	lange Stange mit Schneide zum Astabschneiden von Waldbäumen	['lange Stange mit Schneide zum Astabschneiden von Waldbäumen']	kein_Trinken					
PO00129	Obern-dorf	Oberndorf	Substantiv	-	Ort im . RO	['Ort im . RO']	kein_Trinken					
PG01417	geistes-abwesend	geistesabwesend	Adjektiv	-	verrückt	['verrückt']	kein_Trinken			verrückt	kein_Trinken	kein_Trinken
PN00333	Nacht-wandler	Nachtwandler	Substantiv	-	Schlafwandler	['Schlafwandler']	kein_Trinken			Schlafwandler	kein_Trinken	kein_Trinken
PH01494	Hasen-lager	Hasenlager	Substantiv	-	Erdvertiefung, in der der Feldhase schläft	['Erdvertiefung', 'in der der Feldhase schläft']	kein_Trinken					
PN00494	Namen	Namen	Substantiv	+2b	Rechtstitel	['Rechtstitel']	kein_Trinken			Rechtstitel	kein_Trinken	kein_Trinken
PS12022	strunken	strunken	Verb	1	Äste, Baumstämme kürzen, abhauen	['Äste', 'Baumstämme kürzen', 'abhauen']	kein_Trinken					
PL02064	Loch	Loch	Substantiv	'1.4	Schadstelle, Lücke	['Schadstelle', 'Lücke']	kein_Trinken					
PW00510	wälgerisch	wälgerisch	Adjektiv	-	zusammengeknautscht, wellig	['zusammengeknautscht', 'wellig']	kein_Trinken					
PW00734	Wanzen-orchis	Wanzenorchis	Substantiv	-	Knabenkraut	['Knabenkraut']	kein_Trinken			Knabenkraut	kein_Trinken	kein_Trinken
PB02399	Bettel-krämer	Bettelkrämer	Substantiv	-	kleiner Kaufmann	['kleiner Kaufmann']	kein_Trinken					
PS10168	Stech-blume	Stechblume	Substantiv	-	eine nicht näher beschriebene Pflanze	['eine nicht näher beschriebene Pflanze']	kein_Trinken					
PD04404	Driller-loch	Drillerloch	Substantiv	-	tiefe Stelle im Bach, über der das Wasser drehende Bewegungen zeigt	['tiefe Stelle im Bach', 'über der das Wasser drehende Bewegungen zeigt']	kein_Trinken					
PA03476	Augbrau-deckel	Augbraudeckel	Substantiv	-	Augendeckel	['Augendeckel']	kein_Trinken			Augendeckel	kein_Trinken	kein_Trinken
PH05241	hinter-lassen	hinterlassen	Verb	-	hinterlassen	['hinterlassen']	kein_Trinken			hinterlassen	kein_Trinken	kein_Trinken
PF00219	fällig	fällig	Adjektiv	1	fällig	['fällig']	kein_Trinken			fällig	kein_Trinken	kein_Trinken
PD02320	Diel, Diele, Dielen	Diel, Diele, Dielen	Substantiv	1b'a	Einzelbrett als Belag des Fußbodens	['Einzelbrett als Belag des Fußbodens']	kein_Trinken					
PS01384	Schaff-bucksen	Schaffbucksen	Substantiv	-	Anzug, den man bei gewerblicher Arbeit trägt	['Anzug, den man bei gewerblicher Arbeit trägt']	kein_Trinken					
PW01630	Weihnachts-krippe	Weihnachtskrippe	Substantiv	-	figürliche Darstellung des Weihnachtsgeschehens	['figürliche Darstellung des Weihnachtsgeschehens']	kein_Trinken					
PS02509	Schinder	Schinder	Substantiv	2b	altes, mageres, abgetriebenes Pferd	['altes', 'mageres', 'abgetriebenes Pferd']	kein_Trinken					
