ID	Lemma	Definition	Konzept	Konzept_gemappt	Antwort_ungültig
PS09628	Stab-aus	betrunken sein	kein_Trinken	Trinken.Alkohol_trinken	
PS09634	Stäbel	Alkoholrausch	kein_Trinken	Trinken.Alkohol_trinken	
PS09911	Stamm-gast	wer oft in derselben Wirtschaft einkehrt, am selben Platz sitzt	kein_Trinken	kein_Trinken	kein_Trinken
PS09912	Stamm-glas	persönliches Trinkglas des Stammgastes in der Wirtschaft	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PS09918	Stamm-kneipe	die Wirtschaft, in die man regelmäßig zu gehen pflegt	kein_Trinken	Trinken.Alkohol_trinken	
PS09920	Stamm-lokal	die Wirtschaft, in die man regelmäßig zu gehen pflegt	kein_Trinken	kein_Trinken	kein_Trinken
PS09923	Stamm-tisch	regelmäßige Wirtshausbesuche von Stammgästen	kein_Trinken	Trinken.Alkohol_trinken	
PS09924	Stammtisch-bruder	wer zum Stammtisch geht	kein_Trinken	kein_Trinken	kein_Trinken
PS09927	Stamm-wirtschaft	die Wirtschaft, in die man regelmäßig zu gehen pflegt	kein_Trinken	kein_Trinken	kein_Trinken
PS09941	stampferig	angetrunken, betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS09970	Ständer	Säufer, Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
PS10105	staubig	mehr oder weniger betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10172	Stecher	der Stechheber, mit dem man Weinproben zieht	kein_Trinken	Trinken	
PS10177	stechgranaten-voll	volltrunken, besoffen	kein_Trinken	Trinken.Alkohol_trinken	
PS10178	Stech-hahnen, Stech-hahn	Vorrichtung am Faß zum Ablassen von Wein, Bier usw.	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	
PS10179	Stech-heber	unten spitzes, offenes Gerät, um Weinproben aus dem Faß zu nehmen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
PS10185	stechkanonen-voll	volltrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10261	Stefze, Stefzen	Alkoholrausch	kein_Trinken	Trinken.Alkohol_trinken	
PS10310	steif-voll	stark betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10311	steifvoll-gesoffen	stark betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10595	stemperig	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10643	Stern, Sternen	Stern als Wirtshauszeichen	kein_Trinken	kein_Trinken	kein_Trinken
PS10643	Stern, Sternen	Gasthausnamen	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
PS10661	sternenkanonen-voll, sternkanonen-voll	stark betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10669	Sternen-wirt, Stern-wirt	Gastwirt eines Gasthauses mit Namen Stern	kein_Trinken	kein_Trinken	kein_Trinken
PS10672	sterngranatenhagel-voll	stark betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10674	sterngranatenkrotten-voll	stark betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10675	sterngranaten-voll	stark betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10677	sternhagelgranaten-voll	stark betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10680	sternhagel-voll	stark betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10703	sterns-voll, stern-voll	stark betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10758	stichgranate-voll	stark betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10803	Stieben	Alkoholrausch	kein_Trinken	Trinken.Alkohol_trinken	
PS10810	Stieben-süffer, Stieber-	Quartalssäufer	kein_Trinken	Trinken.Alkohol_trinken	
PS10811	Stieber	Rausch durch Alkohol, bes. vom Quartalsrausch	kein_Trinken	Trinken.Alkohol_trinken	
PS10811	Stieber	betrunkener Mensch	kein_Trinken	Trinken.Alkohol_trinken	
PS10815	Stiebes	Alkoholrausch	kein_Trinken	Trinken.Alkohol_trinken	
PS10820	Stiefel	Wirtshausname	kein_Trinken	kein_Trinken	kein_Trinken
PS10820	Stiefel	Alkoholrausch	kein_Trinken	Trinken.Alkohol_trinken	
PS10842	stiefel-steif	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS10956	Stink-bude	ein schlechtes Gasthaus	kein_Trinken	kein_Trinken	kein_Trinken
PS11264	Storax	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
PS11270	Storch	"Name eines Gasthauses ""Zum Storchen"""	kein_Trinken	kein_Trinken	kein_Trinken
PS11316	Storren	Alkoholrausch	kein_Trinken	Trinken.Alkohol_trinken	
PS11339	Stoß	ein kleiner Rausch	kein_Trinken	Trinken.Alkohol_trinken	
PS11418	strack	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS11432	strack-voll	schwer betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS11474	stramig	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS11504	Strand-kanone	vom Zustand des Betrunkenen	kein_Trinken	Trinken.Alkohol_trinken	
PS11616	Strauß	Strauß als Zeichen des Ausschanks an Straußwirtschaften	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PS11631	Strauß-wirt	Wirt einer Straußwirtschaft	kein_Trinken	kein_Trinken	kein_Trinken
PS11632	Strauß-wirtschaft	zeitlich begrenzter Gastwirtschaftsbetrieb	kein_Trinken	kein_Trinken	kein_Trinken
PS11667	Streiche	flaches Holz zum Abstreichen des Bierschaums	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	
PS11694	Streifer	leichter Alkoholrausch	kein_Trinken	Trinken.Alkohol_trinken	
PS11780	Strich	Vermerk des Wirts über konsumierte Getränke	kein_Trinken	kein_Trinken	kein_Trinken
PS11977	strubbelig	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS12192	Stuff	Weinglas für 18 Liter	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	
PS12341	Sturm, Sturmen	Alkoholrausch	kein_Trinken	Trinken.Alkohol_trinken	
PS12346	Stürmer	Rausch durch Alkohol	kein_Trinken	Trinken.Alkohol_trinken	
PS12353	stürmisch	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PS12382	Stürzen-becher	ein Trinker	kein_Trinken	Trinken.Alkohol_trinken	
PS12385	Stürzer	ein herumtorkelnder Betrunkener	kein_Trinken	Trinken.Alkohol_trinken	
PS12520	Suff	Zustand des Betrunkenseins, Rausch	kein_Trinken	Trinken.Alkohol_trinken	
PS12521	Süff-chen	versoffener Kerl	kein_Trinken	Trinken.Alkohol_trinken	
PS12523	Süffel	Mensch, der gerne einen über den Durst trinkt, Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
PS12525	Süffer	wer etwas trinkt	kein_Trinken	Trinken.Alkohol_trinken	
PS12525	Süffer	Säufer, Alkoholiker	kein_Trinken	Trinken.Alkohol_trinken	
PS12527	Suff-hafen	wer oft zuviel Alkohol trinkt	kein_Trinken	Trinken.Alkohol_trinken	
PS12528	süffig	gut zu trinken, wohlschmeckend	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
PS12528	süffig	dem Alkohol zusprechend	kein_Trinken	Trinken.Alkohol_trinken	
PS12529	Suff-kopf	Säufer, Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
PS12530	Suff-kuh	Säufer, Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
PS12531	Suff-lappen	Säufer, Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
PS12532	Süffling	Trinker, Alkoholiker	kein_Trinken	Trinken.Alkohol_trinken	
PS12533	Suff-loch	Säufer, Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
PS12534	Suff-nase	Säufer, Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
PS12535	Suff-sack	Säufer, Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
PS12688	Surrer	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
PU00214	Über-sitz	das Sitzen im Wirtshaus nach der Sperrstunde	kein_Trinken	Trinken.Alkohol_trinken	
PU00215	über-sitzen	über den Sperrstundentermin im Wirtshaus sitzen	kein_Trinken	Trinken.Alkohol_trinken	
PU01193	Uspes	Wirt	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
PW00997	Wasser-hünkel	wer keinen Alkohol trinkt, Abstinenzler	kein_Trinken	kein_Trinken	kein_Trinken
PW01125	Wasser-süffer	wer keine alkoholischen Getränke trinkt, Abstinenzler	kein_Trinken	kein_Trinken	kein_Trinken
PW01506	weich	mild, säure- und schwefelarm; trüb (vom Wein)	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
PW01679	Wein-ausschank	Weinausschank	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PW01706	Wein-essig	aus Wein hergestellter Essig	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PW01707	Wein-fahnen, Wein-fahne	Atemgeruch nach Weingenuß	kein_Trinken	Trinken.Alkohol_trinken	
PW01712	Wein-flasche	Weinflasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PW01725	Wein-glocke	Glocke, die nachts zum Schließen des Wirtshauses läutet	kein_Trinken	kein_Trinken	kein_Trinken
PW01736	Wein-haus	Weinwirtschaft	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PW01748	Wein-knorzen	ein Weinkenner	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	
PW01775	Wein-probe	das Versuchen verschiedener Weinsorten	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
PW01787	Wein-schank	Weinausschank, Ort und Recht des Weinausschankes	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
PW01788	Wein-schankung	Weinausschank	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PW01789	Wein-schenke	Gastwirtschaft mit Weinausschank	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PW01790	wein-schenken	Wein ausschenken	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PW01799	wein-selig	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
PW01811	Wein-stube	einfache Weingaststätte	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PW01813	Wein-süffer, -süffler	wer gerne Wein trinkt	kein_Trinken	Trinken.Alkohol_trinken	
PW01825	Wein-wirt	Gastwirt	kein_Trinken	kein_Trinken	kein_Trinken
PW01826	Wein-wirtschaft	Weinschenke	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PW01828	Wein-zapf	Weintrinker, Zechbruder	kein_Trinken	Trinken.Alkohol_trinken	
PW01853	weisen	durch amtliche Weinprüfer zum Ausschank bestimmen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
PW02223	Wermut-bruder	Alkoholiker, der billigen Fusel trinkt	kein_Trinken	Trinken.Alkohol_trinken	
PW02673	wild	im Wirtshausnamen	kein_Trinken	kein_Trinken	kein_Trinken
PW02789	Wind	Alkoholrausch	kein_Trinken	Trinken.Alkohol_trinken	
PW03120	Winzer-keller	Weinausschank des örtlichen Winzervereines	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PW03183	Wirt	wer ein Gasthaus mit Ausschank betreibt	kein_Trinken	kein_Trinken	kein_Trinken
PW03187	Wirtin	Wirtsfrau, Ehefrau des Gastwirtes	kein_Trinken	kein_Trinken	kein_Trinken
PW03189	Wirtschaft	Gasthaus, Lokal	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
PW03190	wirtschaften	eine Gastwirtschaft betreiben	kein_Trinken	kein_Trinken	kein_Trinken
PW03193	Wirts-frau	Frau des Gastwirtes, Wirtin	kein_Trinken	kein_Trinken	kein_Trinken
PW03195	Wirts-haus	Gastwirtschaft, Gaststätte	kein_Trinken	kein_Trinken	kein_Trinken
PW03197	Wirtshaus-bruder	Wirtshausgänger	kein_Trinken	Trinken.Alkohol_trinken	
PW03199	Wirtshaus-gänger	wer oft ins Gasthaus geht	kein_Trinken	Trinken.Alkohol_trinken	
PW03200	Wirtshaus-gast	wer im Gasthaus einkehrt	kein_Trinken	kein_Trinken	kein_Trinken
PW03201	Wirtshaus-geher	wer oft ins Gasthaus geht	kein_Trinken	Trinken.Alkohol_trinken	
PW03202	Wirtshaus-geherei	häufiger Besuch im Gasthaus	kein_Trinken	Trinken.Alkohol_trinken	
PW03204	Wirtshaus-hocker	wer oft ins Gasthaus geht	kein_Trinken	Trinken.Alkohol_trinken	
PW03206	Wirtshaus-läufer	wer oft ins Gasthaus geht	kein_Trinken	Trinken.Alkohol_trinken	
PW03208	Wirtshaus-schild	Schild am Wirtshaus, oft mit symbolischer Darstellung des Namens	kein_Trinken	kein_Trinken	kein_Trinken
PW03211	Wirts-leute	wer eine Gastwirtschaft betreibt	kein_Trinken	kein_Trinken	kein_Trinken
PW03212	Wirts-lokal	Wirtschaft	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PW03213	Wirts-Mädchen	Gastwirtstochter, oft gleichzeitig Kellnerin	kein_Trinken	kein_Trinken	kein_Trinken
PW03214	Wirts-saal	größter Raum in einer Wirtschaft	kein_Trinken	kein_Trinken	kein_Trinken
PW03215	Wirts-schulden	nicht bezahlte Zeche	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
PW03216	Wirts-stube	Raum in der Wirtschaft, in der der Ausschank ist	kein_Trinken	kein_Trinken	kein_Trinken
PW03218	Wirts-tochter	Gastwirtstochter, oft gleichzeitig Kellnerin	kein_Trinken	kein_Trinken	kein_Trinken
PW03219	Wirts-zimmer	Wirtsstube	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	
PZ00031	Zahl-kellner	für das Kassieren zuständige Bedienung in Lokalen	kein_Trinken	kein_Trinken	kein_Trinken
PZ00151	zäpfeln	beständig, immer ein bißchen Getränke zapfen	kein_Trinken	Trinken.Alkohol_trinken	
PZ00153	Zapfen	Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
PZ00154	zapfen, zäpfen	Wein etc. vom Zapfhahn in Trink-, AusschenkGefäße laufen lassen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
PZ00167	Zapfer	wer Getränke zapft	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PZ00168	Zapf-hahn	Hahn am Faß, am Schanktresen	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PZ00169	Zapf-kranen	Zapfhahn am Faß	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	
PZ00170	Zäpfler	Schankwirt, der das Wirtslokal nur gepachtet hat	kein_Trinken	kein_Trinken	kein_Trinken
PZ00197	zart, zärt	angenehm zu trinken, süffig	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
PZ00201	Zassel	Wirt	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
PZ00215	Zassel-wirt	Straußwirt, Wirt einer bescheidenen Schenke	kein_Trinken	kein_Trinken	kein_Trinken
PZ00216	Zassel-wirtschaft	bescheidene, wenig attraktive Wirtschaft	kein_Trinken	kein_Trinken	kein_Trinken
PZ00279	Zech-bruder	wer gerne im Gasthaus sitzt und trinkt	kein_Trinken	Trinken.Alkohol_trinken	
PZ00282	Zecher	Trinker	kein_Trinken	Trinken.Alkohol_trinken	
PZ00286	Zech-genosse	wer gerne im Gasthaus sitzt und trinkt	kein_Trinken	Trinken.Alkohol_trinken	
PZ00287	Zech-kollege	wer gerne im Gasthaus sitzt und trinkt	kein_Trinken	Trinken.Alkohol_trinken	
PZ00288	Zech-kumpan	wer gerne im Gasthaus sitzt und trinkt	kein_Trinken	Trinken.Alkohol_trinken	
PZ00961	Zopf	Alkoholrausch	kein_Trinken	Trinken.Alkohol_trinken	
PYYY	Thermos-geld	Betrag für das Öffnen selbst mitgebrachter Flaschen im Gasthaus	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
LA00262	Angläs	weiße Wein-Flasche, drei Viertel Liter enthaltend	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
LA00303	an-setzen	anstellen; Brombeeren, Mirabellen, Chinawurzel usw. in Alkohol einweichen, um ein besonders hygienisches Likör herzustellen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
LB00146	Pans-bruder	einer, der nur für seinen Bauch sorgt, der immer essen u. trinken möchte	kein_Trinken	[ungültig]	Essen_und_trinken
LB00394	be-duselt	angetrunken	kein_Trinken	Trinken.Alkohol_trinken	
LB00527	be-newelt	leicht betrunken, benebelt	kein_Trinken	Trinken.Alkohol_trinken	
LB00615	be-sawelt	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
LB00829	Kaffis-binz	Kaffeekanne	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
LB00894	Bitsch I	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	
LB01409	Bremm	Landgut u. Wirtshaus bei Forbach	kein_Trinken	kein_Trinken	kein_Trinken
LB01550	prowieren	probieren, kosten, versuchen	kein_Trinken	Trinken	
LB01611	brutlich	abgebrüht (vom mehrfach aufgekochten Kaffee)	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
LB01764	Buschong	Korkstöpsel, Propfen	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
LD00053	däfen	Wein mit Wasser durchsetzen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
LD00093	Damp	Rausch, Betäubung durch geistige Getränke	kein_Trinken	Trinken.Alkohol_trinken	
LD00098	Dämpert	starker Raucher	kein_Trinken	Trinken.Alkohol_trinken	
LD00111	Danne-strauss	Tannenzweig als Aushängeschild eines Wirtshauses	kein_Trinken	kein_Trinken	kein_Trinken
LD00361	Tibi	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
LD00678	Traht	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
LD00698	Drank-fâs	Obstweinfaß	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
LD00700	tränken	fast allg. das Vieh auf die Tränke führen, ihm zu trinken geben	kein_Trinken	Trinken	
LD00710	Trappert	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
LD00928	dronken	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
LD01174	Dusel	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
LE00259	er-dischteren	verdursten	kein_Trinken	Durst	
LF00327	ver-durschten	verdursten	kein_Trinken	Durst	
LF00426	ver-juppen	sich vertun, von etwas zuviel essen od. trinken	kein_Trinken	Trinken.Schnell_große_Mengen_trinken	
LF00703	ver-suchen	versuchen, kosten	kein_Trinken	Trinken	
LF00706	ver-suffen	durch Trinken verprassen	kein_Trinken	Trinken.Alkohol_trinken	
LF00823	Viertel	der 4. Teil eines Maßes	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
LF01050	Flesch	Flasche, Feldflasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
LF01121	voll	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
LF01125	Vollchit	Betrunkenheit	kein_Trinken	Trinken.Alkohol_trinken	
LG00073	ganglen	hin- u. herschwanken (vom Trunkenbold)	kein_Trinken	Trinken.Alkohol_trinken	
LG00125	gaschtieren	ibid. ein Festessen veranstalten, bewirten	kein_Trinken	kein_Trinken	kein_Trinken
LG00621	ge-schwatt	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
LH00236	Här-geld	Handgeld, Trinkgeld	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
LH00240	Harrijen	Handgeld, Draufgeld, Trinkgeld	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
LH00573	Hib	Räuschchen	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
LH00844	Hucker	gewohnheitsmäßiger Wirtshaussitzer	kein_Trinken	Trinken.Alkohol_trinken	
LI00092	in-schenken	einschenken	kein_Trinken	Trinken.Alkohol_trinken	
LI00095	in-schlagen	Obst, bes. Zwetschen in ein Faß füllen, um Schnaps herzustellen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
LK00024	Kaffee	Kaffeehaus	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
LK00025	Kaffeebich	Kaffeebäuche, Spottname der Saargemünder wegen ihrer Vorliebe für Kaffee	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
LK00026	Kaffeebinz	Kaffeekanne	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
LK00032	Kaffeehôr	(eigentl. Kaffeehorn) Kaffeeschwester	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
LK00034	Kaffeesatz	Kaffeesatz	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
LK00036	Kaffeeseh	Kaffeesieb	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
LK00038	Kaffeetût	Kaffeeschwester	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
LK00144	kanone-voll	völlig betrunken	kein_Trinken	Trinken.Alkohol_trinken	
LK00569	Kischt	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
LK00974	Konkel	Säuferin	kein_Trinken	Trinken.Alkohol_trinken	
LK01012	koren	kosten; versuchen, wie etwas schmeckt	kein_Trinken	Trinken	
LK01030	Koschthaus	Haus, in dem man beköstigt wird	kein_Trinken	kein_Trinken	kein_Trinken
LK01048	Kotzpenning	Gottespfennig, Trinkgeld, Almosen	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
LL00043	laden I	sich mit Speise u. Trank überladen	kein_Trinken	Trinken.Schnell_große_Mengen_trinken	
LL00147	Läppsert	Mensch, der im Essen u. Trinken nicht recht zugreift	kein_Trinken	kein_Trinken	kein_Trinken
LL00553	Lump	Lump, Verschwender, Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
LM00422	Milchhawe	Milchtopf	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	
LM00465	Minut	Kaffeegeschirr; Topf, in welchem der Kaffee schnell zubereitet werden kann	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
LM00556	Molken	Käsewasser in der Dickmilch	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	
LW00164	Wässich	Molke, wässeriger Teil der Milch	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	
LR00186	Rausch	Betrunkenheit	kein_Trinken	Trinken.Alkohol_trinken	
LR00242	regalieren	bewirten, die Zeche bezahlen	kein_Trinken	Trinken.Alkohol_trinken	
LR00242	regalieren	sich durch Speise u. Trank laben	kein_Trinken	Trinken	
LR00400	Ribott	Rausch, Saufgelage	kein_Trinken	Trinken.Alkohol_trinken	
LR00673	Rusch	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
LS00146	Satz I	Bodensatz, Niederschlag einer jeden Flüssigkeit	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
LS00468	schicker	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
LS00775	Schluck I	Schluck, Zug	kein_Trinken	Trinken	
LS00787	Schlupp I	Schluck, Zug, Mundvoll	kein_Trinken	Trinken	
LS00908	Schapsbuddel	Schnapsflasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
LS00912	Schapskessel	Schnapsnase	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
LS00916	Schapslischt	Trinkerliste	kein_Trinken	Trinken.Alkohol_trinken	
LS00917	Schapsnas	Schnapstrinker	kein_Trinken	Trinken.Alkohol_trinken	
LS00918	Schnapser	Schnapstrinker. Die Bewohner von Bettweiler (. Saargemünd) heißen Schnapser.	kein_Trinken	Trinken.Alkohol_trinken	
LS01001	Schnikert	Schnapstrinker	kein_Trinken	Trinken.Alkohol_trinken	
LS01005	Schnips	kleiner Rausch	kein_Trinken	Trinken.Alkohol_trinken	
LS01117	schores	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
LS01349	schwenken	jemanden durch Spendung geistiger Getränke zu gewinnen suchen	kein_Trinken	Trinken.Alkohol_trinken	
LS01415	Seidel	u. n. Getränk- u. Flüssigkeitsmaß, die Halbe	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
LS01418	Seih	Seihe, feines Sieb für Kaffee, Milch u. dgl	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
LS01522	Siffer	Säufer, Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
LS01523	Siffersch	Säuferin	kein_Trinken	Trinken.Alkohol_trinken	
LS01849	Spritzer	leichter Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
LS02015	Steiwer	kleiner Rausch	kein_Trinken	Trinken.Alkohol_trinken	
LS02065	sterrevoll	ganz betrunken	kein_Trinken	Trinken.Alkohol_trinken	
LS02144	Stiwer	Räuschchen	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	
LS02220	strack	sinnlos betrunken	kein_Trinken	Trinken.Alkohol_trinken	
LS02432	Suckel	irgend ein Gegenstand, an dem gesogen wird, z. B. eine Zuckerstange	kein_Trinken	Trinken	
LS02447	Suff-lappe	Trinker, Säufer	kein_Trinken	Trinken.Alkohol_trinken	
LS02449	Suffer	Säufer, Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
LW00410	Winessich	Weinessig	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
LW00413	Wingart	Steueraufseher für Getränke, Steuerbote	kein_Trinken	kein_Trinken	kein_Trinken
LW00464	Wirt	Wirt, Gastwirt. Wdgn	kein_Trinken	kein_Trinken	kein_Trinken
LW00466	Wirtshus	Wirtshaus	kein_Trinken	kein_Trinken	kein_Trinken
LW00467	Wirtslitt	Wirte	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
LW00469	Wirtei	Wirtsgewerbe, Wirtschaft	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
